log_id,sku_id,quantity,logged_at,source
453,10,48.0,2024-02-28,telegram
890,19,37.0,2024-02-28,telegram
1036,22,94.0,2024-02-28,telegram
1283,27,45.0,2024-02-28,telegram
1332,28,74.0,2024-02-28,telegram
2020,42,56.0,2024-02-28,telegram
2170,45,57.0,2024-02-28,telegram
2218,46,64.0,2024-02-28,telegram
2558,53,120.0,2024-02-28,telegram
3052,63,68.0,2024-02-28,telegram
9,1,66.0,2024-02-29,telegram
692,15,80.0,2024-02-29,telegram
941,20,65.0,2024-02-29,telegram
989,21,103.0,2024-02-29,telegram
1088,23,45.0,2024-02-29,telegram
1532,32,47.0,2024-02-29,telegram
1971,41,98.0,2024-02-29,telegram
2414,50,60.0,2024-02-29,telegram
3199,66,40.0,2024-02-29,telegram
4136,85,64.0,2024-02-29,telegram
4183,86,73.0,2024-02-29,telegram
743,16,69.0,2024-03-01,telegram
1136,24,21.0,2024-03-01,telegram
1435,30,67.0,2024-03-01,telegram
2314,48,79.0,2024-03-01,telegram
2363,49,95.0,2024-03-01,telegram
2464,51,35.0,2024-03-01,telegram
2510,52,37.0,2024-03-01,telegram
3346,69,78.0,2024-03-01,telegram
3894,80,55.0,2024-03-01,telegram
3942,81,47.0,2024-03-01,telegram
4040,83,31.0,2024-03-01,telegram
255,6,132.0,2024-03-02,telegram
503,11,64.0,2024-03-02,telegram
1823,38,48.0,2024-03-02,telegram
2610,54,76.0,2024-03-02,telegram
55,2,32.0,2024-03-03,telegram
205,5,82.0,2024-03-03,telegram
793,17,35.0,2024-03-03,telegram
1187,25,55.0,2024-03-03,telegram
1236,26,51.0,2024-03-03,telegram
1384,29,99.0,2024-03-03,telegram
1579,33,72.0,2024-03-03,telegram
1675,35,62.0,2024-03-03,telegram
1873,39,110.0,2024-03-03,telegram
2122,44,73.0,2024-03-03,telegram
2710,56,35.0,2024-03-03,telegram
2758,57,58.0,2024-03-03,telegram
2857,59,97.0,2024-03-03,telegram
2908,60,54.0,2024-03-03,telegram
3005,62,46.0,2024-03-03,telegram
3102,64,17.0,2024-03-03,telegram
3298,68,57.0,2024-03-03,telegram
3494,72,43.0,2024-03-03,telegram
3544,73,79.0,2024-03-03,telegram
3595,74,33.0,2024-03-03,telegram
156,4,81.0,2024-03-04,telegram
600,13,49.0,2024-03-04,telegram
843,18,58.0,2024-03-04,telegram
891,19,69.0,2024-03-04,telegram
2072,43,74.0,2024-03-04,telegram
2219,46,90.0,2024-03-04,telegram
2266,47,59.0,2024-03-04,telegram
2806,58,35.0,2024-03-04,telegram
3151,65,111.0,2024-03-04,telegram
3991,82,33.0,2024-03-04,telegram
105,3,49.0,2024-03-05,telegram
553,12,82.0,2024-03-05,telegram
990,21,71.0,2024-03-05,telegram
1725,36,63.0,2024-03-05,telegram
2559,53,91.0,2024-03-05,telegram
3053,63,64.0,2024-03-05,telegram
3396,70,53.0,2024-03-05,telegram
3445,71,54.0,2024-03-05,telegram
3695,76,24.0,2024-03-05,telegram
3794,78,50.0,2024-03-05,telegram
4184,86,64.0,2024-03-05,telegram
304,7,74.0,2024-03-06,telegram
454,10,91.0,2024-03-06,telegram
942,20,35.0,2024-03-06,telegram
1773,37,23.0,2024-03-06,telegram
1923,40,70.0,2024-03-06,telegram
2171,45,28.0,2024-03-06,telegram
2957,61,80.0,2024-03-06,telegram
3247,67,93.0,2024-03-06,telegram
3347,69,66.0,2024-03-06,telegram
3644,75,37.0,2024-03-06,telegram
3842,79,103.0,2024-03-06,telegram
3943,81,37.0,2024-03-06,telegram
1037,22,53.0,2024-03-07,telegram
1089,23,31.0,2024-03-07,telegram
1483,31,92.0,2024-03-07,telegram
1627,34,27.0,2024-03-07,telegram
2021,42,84.0,2024-03-07,telegram
2415,50,48.0,2024-03-07,telegram
2465,51,73.0,2024-03-07,telegram
2660,55,75.0,2024-03-07,telegram
3742,77,56.0,2024-03-07,telegram
206,5,50.0,2024-03-08,telegram
354,8,39.0,2024-03-08,telegram
648,14,22.0,2024-03-08,telegram
794,17,29.0,2024-03-08,telegram
1237,26,64.0,2024-03-08,telegram
1284,27,97.0,2024-03-08,telegram
1333,28,61.0,2024-03-08,telegram
1824,38,40.0,2024-03-08,telegram
2315,48,30.0,2024-03-08,telegram
2611,54,122.0,2024-03-08,telegram
3545,73,68.0,2024-03-08,telegram
3596,74,81.0,2024-03-08,telegram
3895,80,85.0,2024-03-08,telegram
4088,84,58.0,2024-03-08,telegram
4137,85,54.0,2024-03-08,telegram
157,4,60.0,2024-03-09,telegram
256,6,114.0,2024-03-09,telegram
404,9,81.0,2024-03-09,telegram
693,15,65.0,2024-03-09,telegram
744,16,45.0,2024-03-09,telegram
1137,24,18.0,2024-03-09,telegram
1436,30,34.0,2024-03-09,telegram
1676,35,38.0,2024-03-09,telegram
1972,41,66.0,2024-03-09,telegram
2511,52,82.0,2024-03-09,telegram
2711,56,96.0,2024-03-09,telegram
3200,66,99.0,2024-03-09,telegram
3495,72,34.0,2024-03-09,telegram
3992,82,88.0,2024-03-09,telegram
10,1,43.0,2024-03-10,telegram
56,2,67.0,2024-03-10,telegram
554,12,68.0,2024-03-10,telegram
1533,32,109.0,2024-03-10,telegram
2364,49,66.0,2024-03-10,telegram
2560,53,69.0,2024-03-10,telegram
2909,60,81.0,2024-03-10,telegram
3397,70,31.0,2024-03-10,telegram
4041,83,26.0,2024-03-10,telegram
4185,86,37.0,2024-03-10,telegram
504,11,104.0,2024-03-11,telegram
1188,25,37.0,2024-03-11,telegram
1726,36,36.0,2024-03-11,telegram
2123,44,40.0,2024-03-11,telegram
3152,65,102.0,2024-03-11,telegram
892,19,70.0,2024-03-12,telegram
1038,22,96.0,2024-03-12,telegram
1090,23,20.0,2024-03-12,telegram
1580,33,36.0,2024-03-12,telegram
1874,39,70.0,2024-03-12,telegram
1924,40,41.0,2024-03-12,telegram
2267,47,42.0,2024-03-12,telegram
3248,67,69.0,2024-03-12,telegram
106,3,66.0,2024-03-13,telegram
455,10,58.0,2024-03-13,telegram
601,13,35.0,2024-03-13,telegram
943,20,86.0,2024-03-13,telegram
991,21,33.0,2024-03-13,telegram
1334,28,37.0,2024-03-13,telegram
1385,29,50.0,2024-03-13,telegram
1628,34,57.0,2024-03-13,telegram
1825,38,21.0,2024-03-13,telegram
2073,43,53.0,2024-03-13,telegram
2172,45,71.0,2024-03-13,telegram
2759,57,20.0,2024-03-13,telegram
2807,58,64.0,2024-03-13,telegram
2858,59,56.0,2024-03-13,telegram
3006,62,42.0,2024-03-13,telegram
3054,63,37.0,2024-03-13,telegram
3103,64,78.0,2024-03-13,telegram
3299,68,33.0,2024-03-13,telegram
3645,75,81.0,2024-03-13,telegram
3696,76,59.0,2024-03-13,telegram
158,4,35.0,2024-03-14,telegram
305,7,47.0,2024-03-14,telegram
795,17,70.0,2024-03-14,telegram
844,18,67.0,2024-03-14,telegram
1677,35,73.0,2024-03-14,telegram
2022,42,70.0,2024-03-14,telegram
2220,46,47.0,2024-03-14,telegram
2661,55,69.0,2024-03-14,telegram
2958,61,58.0,2024-03-14,telegram
3201,66,76.0,2024-03-14,telegram
3546,73,44.0,2024-03-14,telegram
4138,85,40.0,2024-03-14,telegram
11,1,103.0,2024-03-15,telegram
207,5,37.0,2024-03-15,telegram
649,14,57.0,2024-03-15,telegram
694,15,53.0,2024-03-15,telegram
1138,24,65.0,2024-03-15,telegram
1484,31,71.0,2024-03-15,telegram
1774,37,63.0,2024-03-15,telegram
2365,49,49.0,2024-03-15,telegram
2416,50,35.0,2024-03-15,telegram
2512,52,66.0,2024-03-15,telegram
2910,60,44.0,2024-03-15,telegram
3398,70,70.0,2024-03-15,telegram
3446,71,34.0,2024-03-15,telegram
3597,74,73.0,2024-03-15,telegram
3743,77,46.0,2024-03-15,telegram
3795,78,29.0,2024-03-15,telegram
3944,81,32.0,2024-03-15,telegram
257,6,76.0,2024-03-16,telegram
505,11,78.0,2024-03-16,telegram
1285,27,58.0,2024-03-16,telegram
3348,69,40.0,2024-03-16,telegram
3843,79,73.0,2024-03-16,telegram
3896,80,45.0,2024-03-16,telegram
355,8,72.0,2024-03-17,telegram
555,12,67.0,2024-03-17,telegram
1238,26,120.0,2024-03-17,telegram
1437,30,55.0,2024-03-17,telegram
1534,32,77.0,2024-03-17,telegram
1973,41,26.0,2024-03-17,telegram
2124,44,83.0,2024-03-17,telegram
2316,48,76.0,2024-03-17,telegram
2466,51,109.0,2024-03-17,telegram
2561,53,38.0,2024-03-17,telegram
2612,54,72.0,2024-03-17,telegram
2712,56,68.0,2024-03-17,telegram
3249,67,26.0,2024-03-17,telegram
3993,82,80.0,2024-03-17,telegram
4089,84,48.0,2024-03-17,telegram
57,2,39.0,2024-03-18,telegram
107,3,39.0,2024-03-18,telegram
405,9,51.0,2024-03-18,telegram
1925,40,103.0,2024-03-18,telegram
3104,64,62.0,2024-03-18,telegram
3496,72,26.0,2024-03-18,telegram
3646,75,58.0,2024-03-18,telegram
4186,86,28.0,2024-03-18,telegram
456,10,29.0,2024-03-19,telegram
745,16,32.0,2024-03-19,telegram
1581,33,75.0,2024-03-19,telegram
1678,35,51.0,2024-03-19,telegram
1826,38,54.0,2024-03-19,telegram
2074,43,28.0,2024-03-19,telegram
3300,68,60.0,2024-03-19,telegram
4042,83,74.0,2024-03-19,telegram
208,5,102.0,2024-03-20,telegram
602,13,35.0,2024-03-20,telegram
1091,23,19.0,2024-03-20,telegram
1189,25,22.0,2024-03-20,telegram
1485,31,34.0,2024-03-20,telegram
1727,36,68.0,2024-03-20,telegram
2173,45,58.0,2024-03-20,telegram
2221,46,83.0,2024-03-20,telegram
3153,65,81.0,2024-03-20,telegram
3202,66,67.0,2024-03-20,telegram
159,4,103.0,2024-03-21,telegram
258,6,40.0,2024-03-21,telegram
306,7,44.0,2024-03-21,telegram
992,21,59.0,2024-03-21,telegram
1039,22,65.0,2024-03-21,telegram
1335,28,73.0,2024-03-21,telegram
1775,37,29.0,2024-03-21,telegram
2268,47,23.0,2024-03-21,telegram
2366,49,67.0,2024-03-21,telegram
2662,55,68.0,2024-03-21,telegram
2859,59,38.0,2024-03-21,telegram
2959,61,37.0,2024-03-21,telegram
3007,62,33.0,2024-03-21,telegram
3744,77,35.0,2024-03-21,telegram
3945,81,21.0,2024-03-21,telegram
845,18,31.0,2024-03-22,telegram
893,19,108.0,2024-03-22,telegram
1139,24,56.0,2024-03-22,telegram
1629,34,27.0,2024-03-22,telegram
1875,39,41.0,2024-03-22,telegram
2562,53,70.0,2024-03-22,telegram
2713,56,55.0,2024-03-22,telegram
2760,57,52.0,2024-03-22,telegram
2808,58,63.0,2024-03-22,telegram
2911,60,73.0,2024-03-22,telegram
3399,70,68.0,2024-03-22,telegram
3547,73,34.0,2024-03-22,telegram
3697,76,35.0,2024-03-22,telegram
3844,79,47.0,2024-03-22,telegram
108,3,62.0,2024-03-23,telegram
356,8,32.0,2024-03-23,telegram
650,14,49.0,2024-03-23,telegram
944,20,39.0,2024-03-23,telegram
1386,29,114.0,2024-03-23,telegram
2023,42,47.0,2024-03-23,telegram
2125,44,60.0,2024-03-23,telegram
3055,63,34.0,2024-03-23,telegram
3349,69,33.0,2024-03-23,telegram
3598,74,36.0,2024-03-23,telegram
3647,75,39.0,2024-03-23,telegram
3796,78,27.0,2024-03-23,telegram
12,1,69.0,2024-03-24,telegram
58,2,63.0,2024-03-24,telegram
406,9,122.0,2024-03-24,telegram
506,11,53.0,2024-03-24,telegram
695,15,26.0,2024-03-24,telegram
796,17,69.0,2024-03-24,telegram
1239,26,79.0,2024-03-24,telegram
3447,71,66.0,2024-03-24,telegram
3994,82,63.0,2024-03-24,telegram
4090,84,41.0,2024-03-24,telegram
4139,85,21.0,2024-03-24,telegram
1092,23,72.0,2024-03-25,telegram
1438,30,31.0,2024-03-25,telegram
1679,35,87.0,2024-03-25,telegram
1827,38,40.0,2024-03-25,telegram
1926,40,52.0,2024-03-25,telegram
2417,50,30.0,2024-03-25,telegram
2513,52,49.0,2024-03-25,telegram
3203,66,49.0,2024-03-25,telegram
3897,80,69.0,2024-03-25,telegram
4187,86,63.0,2024-03-25,telegram
556,12,51.0,2024-03-26,telegram
1286,27,41.0,2024-03-26,telegram
1535,32,30.0,2024-03-26,telegram
1728,36,48.0,2024-03-26,telegram
1974,41,82.0,2024-03-26,telegram
2317,48,47.0,2024-03-26,telegram
2663,55,61.0,2024-03-26,telegram
3250,67,86.0,2024-03-26,telegram
4043,83,71.0,2024-03-26,telegram
307,7,82.0,2024-03-27,telegram
457,10,86.0,2024-03-27,telegram
603,13,19.0,2024-03-27,telegram
1040,22,51.0,2024-03-27,telegram
1336,28,35.0,2024-03-27,telegram
1486,31,59.0,2024-03-27,telegram
1582,33,93.0,2024-03-27,telegram
2174,45,30.0,2024-03-27,telegram
2467,51,89.0,2024-03-27,telegram
2613,54,36.0,2024-03-27,telegram
2714,56,33.0,2024-03-27,telegram
3105,64,42.0,2024-03-27,telegram
3497,72,67.0,2024-03-27,telegram
3745,77,26.0,2024-03-27,telegram
160,4,64.0,2024-03-28,telegram
209,5,57.0,2024-03-28,telegram
651,14,35.0,2024-03-28,telegram
746,16,20.0,2024-03-28,telegram
1190,25,51.0,2024-03-28,telegram
1630,34,96.0,2024-03-28,telegram
2024,42,86.0,2024-03-28,telegram
2075,43,65.0,2024-03-28,telegram
2126,44,37.0,2024-03-28,telegram
2563,53,35.0,2024-03-28,telegram
2860,59,59.0,2024-03-28,telegram
2960,61,69.0,2024-03-28,telegram
3008,62,83.0,2024-03-28,telegram
3350,69,74.0,2024-03-28,telegram
3845,79,86.0,2024-03-28,telegram
3946,81,75.0,2024-03-28,telegram
259,6,95.0,2024-03-29,telegram
507,11,31.0,2024-03-29,telegram
797,17,59.0,2024-03-29,telegram
1140,24,38.0,2024-03-29,telegram
1387,29,91.0,2024-03-29,telegram
2912,60,49.0,2024-03-29,telegram
3056,63,21.0,2024-03-29,telegram
3301,68,32.0,2024-03-29,telegram
846,18,79.0,2024-03-30,telegram
993,21,71.0,2024-03-30,telegram
1828,38,32.0,2024-03-30,telegram
2222,46,58.0,2024-03-30,telegram
2418,50,56.0,2024-03-30,telegram
2761,57,33.0,2024-03-30,telegram
2809,58,59.0,2024-03-30,telegram
3154,65,74.0,2024-03-30,telegram
3204,66,31.0,2024-03-30,telegram
3400,70,32.0,2024-03-30,telegram
3548,73,27.0,2024-03-30,telegram
109,3,43.0,2024-03-31,telegram
407,9,100.0,2024-03-31,telegram
894,19,68.0,2024-03-31,telegram
1287,27,86.0,2024-03-31,telegram
1776,37,67.0,2024-03-31,telegram
1876,39,84.0,2024-03-31,telegram
2269,47,84.0,2024-03-31,telegram
2367,49,119.0,2024-03-31,telegram
2514,52,26.0,2024-03-31,telegram
3648,75,117.0,2024-03-31,telegram
3698,76,95.0,2024-03-31,telegram
3797,78,76.0,2024-03-31,telegram
3995,82,55.0,2024-03-31,telegram
13,1,51.0,2024-04-01,telegram
604,13,83.0,2024-04-01,telegram
945,20,95.0,2024-04-01,telegram
1337,28,106.0,2024-04-01,telegram
1439,30,67.0,2024-04-01,telegram
1680,35,51.0,2024-04-01,telegram
1729,36,56.0,2024-04-01,telegram
2715,56,72.0,2024-04-01,telegram
3448,71,43.0,2024-04-01,telegram
3599,74,77.0,2024-04-01,telegram
3746,77,87.0,2024-04-01,telegram
4091,84,35.0,2024-04-01,telegram
4140,85,78.0,2024-04-01,telegram
4188,86,53.0,2024-04-01,telegram
59,2,48.0,2024-04-02,telegram
357,8,117.0,2024-04-02,telegram
557,12,25.0,2024-04-02,telegram
1041,22,38.0,2024-04-02,telegram
1975,41,52.0,2024-04-02,telegram
2468,51,68.0,2024-04-02,telegram
3498,72,53.0,2024-04-02,telegram
260,6,56.0,2024-04-03,telegram
696,15,66.0,2024-04-03,telegram
1240,26,24.0,2024-04-03,telegram
1631,34,64.0,2024-04-03,telegram
2076,43,80.0,2024-04-03,telegram
2175,45,72.0,2024-04-03,telegram
2318,48,107.0,2024-04-03,telegram
2913,60,76.0,2024-04-03,telegram
3106,64,37.0,2024-04-03,telegram
3898,80,47.0,2024-04-03,telegram
3947,81,63.0,2024-04-03,telegram
210,5,90.0,2024-04-04,telegram
308,7,62.0,2024-04-04,telegram
652,14,29.0,2024-04-04,telegram
1093,23,66.0,2024-04-04,telegram
1487,31,114.0,2024-04-04,telegram
1927,40,100.0,2024-04-04,telegram
2564,53,90.0,2024-04-04,telegram
2664,55,53.0,2024-04-04,telegram
3009,62,64.0,2024-04-04,telegram
3155,65,70.0,2024-04-04,telegram
3251,67,46.0,2024-04-04,telegram
3302,68,74.0,2024-04-04,telegram
3846,79,46.0,2024-04-04,telegram
458,10,65.0,2024-04-05,telegram
747,16,53.0,2024-04-05,telegram
1141,24,34.0,2024-04-05,telegram
1388,29,49.0,2024-04-05,telegram
1536,32,55.0,2024-04-05,telegram
1829,38,26.0,2024-04-05,telegram
2614,54,96.0,2024-04-05,telegram
3057,63,79.0,2024-04-05,telegram
3549,73,63.0,2024-04-05,telegram
4044,83,40.0,2024-04-05,telegram
14,1,32.0,2024-04-06,telegram
508,11,113.0,2024-04-06,telegram
798,17,51.0,2024-04-06,telegram
946,20,58.0,2024-04-06,telegram
994,21,104.0,2024-04-06,telegram
1583,33,42.0,2024-04-06,telegram
2025,42,64.0,2024-04-06,telegram
2127,44,63.0,2024-04-06,telegram
2368,49,89.0,2024-04-06,telegram
2762,57,20.0,2024-04-06,telegram
2810,58,60.0,2024-04-06,telegram
3351,69,67.0,2024-04-06,telegram
3401,70,114.0,2024-04-06,telegram
3449,71,93.0,2024-04-06,telegram
110,3,87.0,2024-04-07,telegram
161,4,33.0,2024-04-07,telegram
358,8,82.0,2024-04-07,telegram
408,9,49.0,2024-04-07,telegram
605,13,78.0,2024-04-07,telegram
1191,25,46.0,2024-04-07,telegram
1338,28,67.0,2024-04-07,telegram
1976,41,29.0,2024-04-07,telegram
2716,56,46.0,2024-04-07,telegram
2861,59,36.0,2024-04-07,telegram
2961,61,57.0,2024-04-07,telegram
3205,66,64.0,2024-04-07,telegram
3649,75,66.0,2024-04-07,telegram
3747,77,84.0,2024-04-07,telegram
4141,85,67.0,2024-04-07,telegram
60,2,76.0,2024-04-08,telegram
847,18,49.0,2024-04-08,telegram
895,19,114.0,2024-04-08,telegram
1042,22,111.0,2024-04-08,telegram
1440,30,34.0,2024-04-08,telegram
1681,35,62.0,2024-04-08,telegram
1777,37,63.0,2024-04-08,telegram
2223,46,127.0,2024-04-08,telegram
2319,48,81.0,2024-04-08,telegram
3699,76,85.0,2024-04-08,telegram
3996,82,46.0,2024-04-08,telegram
1288,27,37.0,2024-04-09,telegram
1877,39,34.0,2024-04-09,telegram
2176,45,49.0,2024-04-09,telegram
2419,50,49.0,2024-04-09,telegram
2469,51,39.0,2024-04-09,telegram
2914,60,37.0,2024-04-09,telegram
3499,72,40.0,2024-04-09,telegram
3899,80,73.0,2024-04-09,telegram
3948,81,41.0,2024-04-09,telegram
4092,84,34.0,2024-04-09,telegram
309,7,86.0,2024-04-10,telegram
558,12,65.0,2024-04-10,telegram
697,15,59.0,2024-04-10,telegram
1094,23,53.0,2024-04-10,telegram
2270,47,59.0,2024-04-10,telegram
2515,52,25.0,2024-04-10,telegram
2615,54,74.0,2024-04-10,telegram
3010,62,41.0,2024-04-10,telegram
3798,78,70.0,2024-04-10,telegram
15,1,62.0,2024-04-11,telegram
459,10,46.0,2024-04-11,telegram
799,17,43.0,2024-04-11,telegram
1632,34,28.0,2024-04-11,telegram
1730,36,87.0,2024-04-11,telegram
2763,57,80.0,2024-04-11,telegram
3252,67,74.0,2024-04-11,telegram
3402,70,76.0,2024-04-11,telegram
3450,71,73.0,2024-04-11,telegram
3600,74,55.0,2024-04-11,telegram
4189,86,40.0,2024-04-11,telegram
162,4,83.0,2024-04-12,telegram
261,6,29.0,2024-04-12,telegram
509,11,75.0,2024-04-12,telegram
1584,33,68.0,2024-04-12,telegram
1830,38,22.0,2024-04-12,telegram
1977,41,72.0,2024-04-12,telegram
2128,44,102.0,2024-04-12,telegram
2565,53,53.0,2024-04-12,telegram
2665,55,51.0,2024-04-12,telegram
2862,59,78.0,2024-04-12,telegram
3058,63,57.0,2024-04-12,telegram
3156,65,57.0,2024-04-12,telegram
111,3,67.0,2024-04-13,telegram
211,5,51.0,2024-04-13,telegram
359,8,80.0,2024-04-13,telegram
653,14,64.0,2024-04-13,telegram
1241,26,55.0,2024-04-13,telegram
1339,28,45.0,2024-04-13,telegram
1488,31,81.0,2024-04-13,telegram
1928,40,59.0,2024-04-13,telegram
2026,42,34.0,2024-04-13,telegram
2077,43,31.0,2024-04-13,telegram
2369,49,64.0,2024-04-13,telegram
2811,58,42.0,2024-04-13,telegram
3107,64,77.0,2024-04-13,telegram
3550,73,49.0,2024-04-13,telegram
4045,83,28.0,2024-04-13,telegram
4142,85,61.0,2024-04-13,telegram
1389,29,113.0,2024-04-14,telegram
2177,45,37.0,2024-04-14,telegram
2320,48,100.0,2024-04-14,telegram
3303,68,28.0,2024-04-14,telegram
3650,75,44.0,2024-04-14,telegram
3847,79,119.0,2024-04-14,telegram
3997,82,34.0,2024-04-14,telegram
4093,84,19.0,2024-04-14,telegram
748,16,40.0,2024-04-15,telegram
1043,22,74.0,2024-04-15,telegram
1142,24,34.0,2024-04-15,telegram
1192,25,35.0,2024-04-15,telegram
1441,30,65.0,2024-04-15,telegram
1537,32,35.0,2024-04-15,telegram
1778,37,57.0,2024-04-15,telegram
2420,50,35.0,2024-04-15,telegram
2616,54,41.0,2024-04-15,telegram
2962,61,40.0,2024-04-15,telegram
3748,77,70.0,2024-04-15,telegram
460,10,73.0,2024-04-16,telegram
848,18,101.0,2024-04-16,telegram
947,20,71.0,2024-04-16,telegram
995,21,40.0,2024-04-16,telegram
2470,51,56.0,2024-04-16,telegram
3352,69,41.0,2024-04-16,telegram
61,2,61.0,2024-04-17,telegram
310,7,42.0,2024-04-17,telegram
409,9,71.0,2024-04-17,telegram
606,13,49.0,2024-04-17,telegram
698,15,56.0,2024-04-17,telegram
896,19,73.0,2024-04-17,telegram
1633,34,96.0,2024-04-17,telegram
2224,46,83.0,2024-04-17,telegram
2717,56,71.0,2024-04-17,telegram
3206,66,108.0,2024-04-17,telegram
3253,67,37.0,2024-04-17,telegram
3500,72,28.0,2024-04-17,telegram
3700,76,77.0,2024-04-17,telegram
3799,78,64.0,2024-04-17,telegram
4190,86,25.0,2024-04-17,telegram
163,4,43.0,2024-04-18,telegram
262,6,102.0,2024-04-18,telegram
559,12,64.0,2024-04-18,telegram
800,17,31.0,2024-04-18,telegram
1242,26,29.0,2024-04-18,telegram
1289,27,93.0,2024-04-18,telegram
1489,31,51.0,2024-04-18,telegram
1682,35,77.0,2024-04-18,telegram
1831,38,45.0,2024-04-18,telegram
1878,39,91.0,2024-04-18,telegram
2764,57,69.0,2024-04-18,telegram
2863,59,40.0,2024-04-18,telegram
2915,60,109.0,2024-04-18,telegram
3011,62,69.0,2024-04-18,telegram
3059,63,37.0,2024-04-18,telegram
3157,65,51.0,2024-04-18,telegram
3601,74,65.0,2024-04-18,telegram
3900,80,65.0,2024-04-18,telegram
3949,81,33.0,2024-04-18,telegram
112,3,38.0,2024-04-19,telegram
510,11,117.0,2024-04-19,telegram
2178,45,82.0,2024-04-19,telegram
2271,47,42.0,2024-04-19,telegram
2516,52,21.0,2024-04-19,telegram
3451,71,54.0,2024-04-19,telegram
3848,79,86.0,2024-04-19,telegram
4143,85,52.0,2024-04-19,telegram
16,1,26.0,2024-04-20,telegram
654,14,48.0,2024-04-20,telegram
1095,23,23.0,2024-04-20,telegram
1143,24,22.0,2024-04-20,telegram
1390,29,72.0,2024-04-20,telegram
1442,30,123.0,2024-04-20,telegram
1585,33,47.0,2024-04-20,telegram
2129,44,71.0,2024-04-20,telegram
2370,49,75.0,2024-04-20,telegram
2421,50,86.0,2024-04-20,telegram
3403,70,123.0,2024-04-20,telegram
1731,36,45.0,2024-04-21,telegram
1779,37,36.0,2024-04-21,telegram
1929,40,34.0,2024-04-21,telegram
1978,41,51.0,2024-04-21,telegram
2027,42,73.0,2024-04-21,telegram
2566,53,109.0,2024-04-21,telegram
2666,55,41.0,2024-04-21,telegram
3651,75,96.0,2024-04-21,telegram
4046,83,65.0,2024-04-21,telegram
62,2,38.0,2024-04-22,telegram
212,5,93.0,2024-04-22,telegram
699,15,46.0,2024-04-22,telegram
1340,28,100.0,2024-04-22,telegram
3701,76,50.0,2024-04-22,telegram
3749,77,50.0,2024-04-22,telegram
360,8,55.0,2024-04-23,telegram
749,16,25.0,2024-04-23,telegram
1538,32,71.0,2024-04-23,telegram
1832,38,44.0,2024-04-23,telegram
2078,43,99.0,2024-04-23,telegram
2225,46,98.0,2024-04-23,telegram
2617,54,82.0,2024-04-23,telegram
2812,58,65.0,2024-04-23,telegram
2916,60,85.0,2024-04-23,telegram
3108,64,66.0,2024-04-23,telegram
3158,65,52.0,2024-04-23,telegram
3304,68,105.0,2024-04-23,telegram
3551,73,44.0,2024-04-23,telegram
461,10,40.0,2024-04-24,telegram
849,18,79.0,2024-04-24,telegram
996,21,79.0,2024-04-24,telegram
1044,22,35.0,2024-04-24,telegram
1193,25,65.0,2024-04-24,telegram
1243,26,54.0,2024-04-24,telegram
1634,34,64.0,2024-04-24,telegram
2321,48,57.0,2024-04-24,telegram
2718,56,35.0,2024-04-24,telegram
2963,61,62.0,2024-04-24,telegram
3501,72,21.0,2024-04-24,telegram
3901,80,34.0,2024-04-24,telegram
3998,82,85.0,2024-04-24,telegram
4094,84,65.0,2024-04-24,telegram
113,3,89.0,2024-04-25,telegram
1879,39,55.0,2024-04-25,telegram
2471,51,76.0,2024-04-25,telegram
2517,52,74.0,2024-04-25,telegram
3602,74,79.0,2024-04-25,telegram
410,9,93.0,2024-04-26,telegram
948,20,48.0,2024-04-26,telegram
1290,27,62.0,2024-04-26,telegram
1490,31,97.0,2024-04-26,telegram
1930,40,64.0,2024-04-26,telegram
1979,41,78.0,2024-04-26,telegram
2028,42,40.0,2024-04-26,telegram
2567,53,84.0,2024-04-26,telegram
2765,57,53.0,2024-04-26,telegram
3060,63,82.0,2024-04-26,telegram
3353,69,36.0,2024-04-26,telegram
3800,78,55.0,2024-04-26,telegram
3849,79,52.0,2024-04-26,telegram
4144,85,39.0,2024-04-26,telegram
4191,86,72.0,2024-04-26,telegram
164,4,86.0,2024-04-27,telegram
311,7,101.0,2024-04-27,telegram
511,11,95.0,2024-04-27,telegram
560,12,45.0,2024-04-27,telegram
607,13,27.0,2024-04-27,telegram
655,14,37.0,2024-04-27,telegram
700,15,32.0,2024-04-27,telegram
897,19,30.0,2024-04-27,telegram
1144,24,67.0,2024-04-27,telegram
1683,35,47.0,2024-04-27,telegram
2130,44,55.0,2024-04-27,telegram
2864,59,59.0,2024-04-27,telegram
3012,62,51.0,2024-04-27,telegram
3207,66,73.0,2024-04-27,telegram
3254,67,62.0,2024-04-27,telegram
3652,75,60.0,2024-04-27,telegram
3950,81,26.0,2024-04-27,telegram
263,6,63.0,2024-04-28,telegram
361,8,27.0,2024-04-28,telegram
801,17,95.0,2024-04-28,telegram
1443,30,88.0,2024-04-28,telegram
1732,36,102.0,2024-04-28,telegram
2272,47,40.0,2024-04-28,telegram
2667,55,40.0,2024-04-28,telegram
2917,60,62.0,2024-04-28,telegram
3452,71,77.0,2024-04-28,telegram
3552,73,23.0,2024-04-28,telegram
17,1,56.0,2024-04-29,telegram
63,2,92.0,2024-04-29,telegram
750,16,67.0,2024-04-29,telegram
1586,33,75.0,2024-04-29,telegram
2079,43,32.0,2024-04-29,telegram
2179,45,62.0,2024-04-29,telegram
2422,50,86.0,2024-04-29,telegram
3109,64,53.0,2024-04-29,telegram
