ledger_id,customer_id,amount,note,borrowed_at,is_cleared
198,8,33000.0,,2024-06-27,True
1060,34,119000.0,,2024-06-28,True
1404,40,112000.0,,2024-06-28,False
561,21,65000.0,,2024-06-28,True
1124,35,113000.0,,2024-06-29,True
394,15,52000.0,,2024-06-29,True
1405,40,67000.0,,2024-06-29,False
466,18,43000.0,,2024-06-29,True
692,25,83000.0,,2024-06-29,True
1226,37,58000.0,,2024-06-30,False
655,24,39000.0,,2024-06-30,True
886,30,31000.0,,2024-06-30,False
101,4,25000.0,,2024-06-30,True
991,33,71000.0,,2024-06-30,True
416,16,71000.0,,2024-07-01,True
992,33,78000.0,,2024-07-01,True
500,19,63000.0,,2024-07-02,True
12,1,27000.0,,2024-07-02,True
887,30,37000.0,,2024-07-02,True
993,33,56000.0,,2024-07-02,False
562,21,65000.0,,2024-07-02,True
1176,36,72000.0,,2024-07-03,True
994,33,118000.0,,2024-07-03,True
888,30,86000.0,,2024-07-03,True
524,20,55000.0,,2024-07-04,True
315,12,65000.0,,2024-07-04,True
952,32,55000.0,,2024-07-04,True
953,32,96000.0,,2024-07-04,True
693,25,43000.0,,2024-07-04,True
1125,35,59000.0,,2024-07-04,False
74,3,69000.0,,2024-07-04,True
75,3,49000.0,,2024-07-05,True
147,6,35000.0,,2024-07-05,True
995,33,40000.0,,2024-07-05,False
921,31,44000.0,,2024-07-06,True
996,33,53000.0,,2024-07-06,True
1227,37,101000.0,,2024-07-06,True
1286,38,100000.0,,2024-07-07,True
922,31,70000.0,,2024-07-07,True
771,27,63000.0,,2024-07-07,True
1177,36,74000.0,,2024-07-07,True
656,24,46000.0,,2024-07-07,True
694,25,46000.0,,2024-07-08,True
806,28,52000.0,,2024-07-08,True
1126,35,53000.0,,2024-07-08,True
1287,38,82000.0,,2024-07-08,True
467,18,47000.0,,2024-07-08,True
76,3,41000.0,,2024-07-09,True
1061,34,99000.0,,2024-07-09,True
1228,37,80000.0,,2024-07-09,True
439,17,66000.0,,2024-07-09,True
1356,39,62000.0,,2024-07-09,True
772,27,52000.0,,2024-07-10,True
889,30,48000.0,,2024-07-10,True
954,32,74000.0,,2024-07-11,True
955,32,97000.0,,2024-07-11,True
468,18,44000.0,,2024-07-11,True
148,6,39000.0,,2024-07-11,True
695,25,73000.0,,2024-07-11,True
1062,34,63000.0,,2024-07-11,False
352,13,39000.0,,2024-07-11,True
170,7,54000.0,,2024-07-12,True
657,24,58000.0,,2024-07-12,True
1229,37,72000.0,,2024-07-12,True
1127,35,56000.0,,2024-07-12,False
440,17,68000.0,,2024-07-12,True
1230,37,103000.0,,2024-07-13,True
353,13,68000.0,,2024-07-13,True
48,2,29000.0,,2024-07-13,True
376,14,65000.0,,2024-07-14,True
1357,39,71000.0,,2024-07-14,True
395,15,62000.0,,2024-07-14,True
923,31,79000.0,,2024-07-14,True
997,33,57000.0,,2024-07-14,True
773,27,80000.0,,2024-07-15,True
1063,34,78000.0,,2024-07-15,True
696,25,53000.0,,2024-07-15,True
125,5,34000.0,,2024-07-15,True
890,30,72000.0,,2024-07-15,True
49,2,47000.0,,2024-07-16,True
1178,36,96000.0,,2024-07-16,True
891,30,52000.0,,2024-07-18,True
998,33,73000.0,,2024-07-19,False
13,1,36000.0,,2024-07-19,True
396,15,38000.0,,2024-07-19,True
1406,40,78000.0,,2024-07-19,True
731,26,72000.0,,2024-07-19,True
171,7,79000.0,,2024-07-19,True
1064,34,40000.0,,2024-07-19,True
397,15,62000.0,,2024-07-20,True
774,27,66000.0,,2024-07-20,True
285,11,68000.0,,2024-07-20,True
501,19,58000.0,,2024-07-20,True
598,22,54000.0,,2024-07-21,True
658,24,56000.0,,2024-07-22,True
775,27,37000.0,,2024-07-22,True
253,10,52000.0,,2024-07-22,True
999,33,76000.0,,2024-07-22,True
1179,36,70000.0,,2024-07-22,False
316,12,38000.0,,2024-07-22,True
855,29,87000.0,,2024-07-23,True
564,21,43000.0,,2024-07-23,True
563,21,80000.0,,2024-07-23,True
1128,35,66000.0,,2024-07-23,False
659,24,48000.0,,2024-07-23,True
565,21,55000.0,,2024-07-24,True
732,26,76000.0,,2024-07-24,True
776,27,44000.0,,2024-07-24,True
1000,33,70000.0,,2024-07-24,True
77,3,25000.0,,2024-07-24,True
78,3,21000.0,,2024-07-24,True
1065,34,45000.0,,2024-07-24,True
856,29,73000.0,,2024-07-25,True
660,24,46000.0,,2024-07-25,True
697,25,35000.0,,2024-07-25,True
398,15,75000.0,,2024-07-25,True
14,1,25000.0,,2024-07-26,True
286,11,23000.0,,2024-07-26,True
287,11,36000.0,,2024-07-26,True
1066,34,74000.0,,2024-07-26,True
288,11,23000.0,,2024-07-27,True
126,5,53000.0,,2024-07-27,True
661,24,77000.0,,2024-07-27,True
228,9,62000.0,,2024-07-27,True
1129,35,58000.0,,2024-07-27,True
50,2,53000.0,,2024-07-28,True
1358,39,119000.0,,2024-07-28,False
15,1,73000.0,,2024-07-28,True
733,26,43000.0,,2024-07-28,True
102,4,62000.0,,2024-07-28,True
734,26,85000.0,,2024-07-28,True
1231,37,82000.0,,2024-07-30,True
127,5,52000.0,,2024-07-30,True
566,21,64000.0,,2024-07-30,True
1130,35,112000.0,,2024-07-30,True
628,23,78000.0,,2024-07-31,True
1001,33,96000.0,,2024-07-31,True
567,21,81000.0,,2024-07-31,False
1067,34,52000.0,,2024-07-31,True
1180,36,105000.0,,2024-07-31,True
51,2,66000.0,,2024-07-31,True
128,5,28000.0,,2024-07-31,False
1068,34,67000.0,,2024-08-01,True
924,31,79000.0,,2024-08-01,True
1232,37,113000.0,,2024-08-01,True
317,12,68000.0,,2024-08-01,True
1407,40,53000.0,,2024-08-02,True
377,14,73000.0,,2024-08-03,True
777,27,85000.0,,2024-08-03,True
1002,33,81000.0,,2024-08-03,True
149,6,33000.0,,2024-08-03,True
599,22,88000.0,,2024-08-04,True
1233,37,97000.0,,2024-08-04,True
1003,33,117000.0,,2024-08-04,True
16,1,57000.0,,2024-08-05,True
807,28,74000.0,,2024-08-05,True
502,19,44000.0,,2024-08-06,True
735,26,66000.0,,2024-08-06,True
857,29,92000.0,,2024-08-06,True
79,3,55000.0,,2024-08-06,True
1288,38,91000.0,,2024-08-06,True
600,22,52000.0,,2024-08-06,True
736,26,39000.0,,2024-08-06,True
525,20,76000.0,,2024-08-07,True
925,31,55000.0,,2024-08-07,False
503,19,46000.0,,2024-08-07,True
1071,34,43000.0,,2024-08-07,True
1070,34,85000.0,,2024-08-07,False
1069,34,47000.0,,2024-08-07,True
417,16,52000.0,,2024-08-07,True
1289,38,113000.0,,2024-08-08,True
526,20,40000.0,,2024-08-08,True
956,32,61000.0,,2024-08-08,True
469,18,61000.0,,2024-08-08,True
229,9,37000.0,,2024-08-08,True
858,29,44000.0,,2024-08-08,True
859,29,65000.0,,2024-08-08,True
778,27,73000.0,,2024-08-08,True
254,10,59000.0,,2024-08-08,True
1234,37,119000.0,,2024-08-09,True
1072,34,101000.0,,2024-08-09,True
52,2,34000.0,,2024-08-09,True
172,7,56000.0,,2024-08-09,True
1290,38,48000.0,,2024-08-10,False
1073,34,118000.0,,2024-08-11,True
662,24,89000.0,,2024-08-12,False
1004,33,85000.0,,2024-08-12,True
568,21,44000.0,,2024-08-13,True
441,17,23000.0,,2024-08-14,False
1005,33,40000.0,,2024-08-14,True
569,21,63000.0,,2024-08-14,False
779,27,32000.0,,2024-08-14,True
780,27,42000.0,,2024-08-15,True
150,6,40000.0,,2024-08-15,True
860,29,100000.0,,2024-08-15,True
527,20,27000.0,,2024-08-15,True
808,28,68000.0,,2024-08-15,True
663,24,47000.0,,2024-08-16,True
255,10,54000.0,,2024-08-16,True
809,28,41000.0,,2024-08-16,True
173,7,22000.0,,2024-08-17,True
442,17,55000.0,,2024-08-17,True
199,8,30000.0,,2024-08-17,True
1291,38,108000.0,,2024-08-17,False
378,14,46000.0,,2024-08-17,True
318,12,28000.0,,2024-08-17,True
103,4,23000.0,,2024-08-18,True
104,4,58000.0,,2024-08-18,True
1074,34,60000.0,,2024-08-18,True
629,23,62000.0,,2024-08-18,True
1075,34,100000.0,,2024-08-19,True
1236,37,90000.0,,2024-08-19,False
1235,37,45000.0,,2024-08-19,False
570,21,63000.0,,2024-08-20,True
601,22,95000.0,,2024-08-21,True
571,21,87000.0,,2024-08-21,True
957,32,85000.0,,2024-08-21,True
1408,40,113000.0,,2024-08-21,True
174,7,21000.0,,2024-08-21,True
129,5,29000.0,,2024-08-22,True
737,26,34000.0,,2024-08-22,True
1006,33,44000.0,,2024-08-22,True
1076,34,99000.0,,2024-08-22,True
504,19,22000.0,,2024-08-23,True
17,1,57000.0,,2024-08-23,True
130,5,49000.0,,2024-08-23,True
1181,36,105000.0,,2024-08-23,True
319,12,49000.0,,2024-08-23,True
175,7,71000.0,,2024-08-23,True
698,25,36000.0,,2024-08-23,True
958,32,93000.0,,2024-08-23,True
443,17,29000.0,,2024-08-24,True
131,5,49000.0,,2024-08-24,True
176,7,57000.0,,2024-08-24,True
861,29,57000.0,,2024-08-24,True
53,2,48000.0,,2024-08-24,True
355,13,60000.0,,2024-08-24,True
354,13,35000.0,,2024-08-24,True
379,14,63000.0,,2024-08-24,True
256,10,23000.0,,2024-08-24,True
572,21,96000.0,,2024-08-25,True
892,30,84000.0,,2024-08-25,True
1292,38,112000.0,,2024-08-26,True
356,13,39000.0,,2024-08-26,True
470,18,47000.0,,2024-08-26,True
1007,33,101000.0,,2024-08-26,False
257,10,79000.0,,2024-08-26,True
132,5,39000.0,,2024-08-27,True
699,25,40000.0,,2024-08-28,True
505,19,39000.0,,2024-08-28,True
528,20,53000.0,,2024-08-28,True
1008,33,52000.0,,2024-08-29,False
1237,37,66000.0,,2024-08-29,True
1077,34,114000.0,,2024-08-29,True
602,22,80000.0,,2024-08-29,True
1359,39,75000.0,,2024-08-29,True
1360,39,109000.0,,2024-08-29,True
1009,33,87000.0,,2024-08-29,True
151,6,33000.0,,2024-08-30,True
152,6,69000.0,,2024-08-31,True
80,3,29000.0,,2024-08-31,True
1361,39,77000.0,,2024-08-31,True
506,19,75000.0,,2024-08-31,True
810,28,65000.0,,2024-08-31,True
320,12,44000.0,,2024-09-01,True
781,27,97000.0,,2024-09-01,False
1078,34,45000.0,,2024-09-01,True
18,1,43000.0,,2024-09-02,True
782,27,30000.0,,2024-09-02,True
1293,38,91000.0,,2024-09-02,True
1010,33,81000.0,,2024-09-03,False
177,7,48000.0,,2024-09-04,True
81,3,39000.0,,2024-09-04,True
893,30,83000.0,,2024-09-05,True
153,6,35000.0,,2024-09-05,True
700,25,65000.0,,2024-09-05,True
630,23,61000.0,,2024-09-05,True
1294,38,72000.0,,2024-09-05,False
1011,33,63000.0,,2024-09-05,True
471,18,54000.0,,2024-09-05,True
1295,38,68000.0,,2024-09-05,True
19,1,36000.0,,2024-09-06,True
926,31,71000.0,,2024-09-06,False
258,10,66000.0,,2024-09-06,True
357,13,62000.0,,2024-09-06,True
1012,33,79000.0,,2024-09-07,True
1238,37,77000.0,,2024-09-07,True
894,30,60000.0,,2024-09-09,True
20,1,55000.0,,2024-09-09,True
358,13,53000.0,,2024-09-09,True
1079,34,90000.0,,2024-09-09,False
959,32,87000.0,,2024-09-10,False
1131,35,68000.0,,2024-09-10,False
1362,39,52000.0,,2024-09-10,False
573,21,42000.0,,2024-09-11,False
1080,34,116000.0,,2024-09-11,True
1239,37,74000.0,,2024-09-11,False
783,27,68000.0,,2024-09-11,True
472,18,78000.0,,2024-09-12,True
399,15,47000.0,,2024-09-12,True
960,32,68000.0,,2024-09-12,True
82,3,37000.0,,2024-09-12,True
927,31,42000.0,,2024-09-12,True
631,23,44000.0,,2024-09-12,True
54,2,69000.0,,2024-09-13,True
895,30,56000.0,,2024-09-13,True
1081,34,72000.0,,2024-09-13,True
664,24,60000.0,,2024-09-14,True
529,20,64000.0,,2024-09-14,True
1409,40,95000.0,,2024-09-14,True
1296,38,62000.0,,2024-09-15,True
1082,34,61000.0,,2024-09-15,False
400,15,60000.0,,2024-09-15,True
929,31,90000.0,,2024-09-15,True
928,31,37000.0,,2024-09-15,False
811,28,54000.0,,2024-09-15,True
83,3,44000.0,,2024-09-16,True
21,1,24000.0,,2024-09-16,True
665,24,87000.0,,2024-09-16,True
200,8,32000.0,,2024-09-16,True
1013,33,90000.0,,2024-09-16,True
1297,38,95000.0,,2024-09-17,True
701,25,45000.0,,2024-09-17,True
1240,37,84000.0,,2024-09-17,True
632,23,60000.0,,2024-09-17,True
812,28,93000.0,,2024-09-18,True
784,27,87000.0,,2024-09-18,True
178,7,26000.0,,2024-09-18,True
418,16,40000.0,,2024-09-18,True
84,3,25000.0,,2024-09-18,True
813,28,89000.0,,2024-09-18,True
507,19,56000.0,,2024-09-18,True
814,28,72000.0,,2024-09-19,True
473,18,33000.0,,2024-09-19,True
1083,34,102000.0,,2024-09-19,True
1014,33,98000.0,,2024-09-19,True
1132,35,49000.0,,2024-09-19,True
1363,39,62000.0,,2024-09-19,False
1364,39,65000.0,,2024-09-19,True
133,5,76000.0,,2024-09-19,True
862,29,71000.0,,2024-09-20,True
1084,34,63000.0,,2024-09-20,False
1133,35,84000.0,,2024-09-20,True
179,7,70000.0,,2024-09-21,True
85,3,47000.0,,2024-09-21,True
863,29,32000.0,,2024-09-21,False
321,12,79000.0,,2024-09-22,True
230,9,21000.0,,2024-09-22,True
896,30,87000.0,,2024-09-22,True
289,11,30000.0,,2024-09-22,True
474,18,31000.0,,2024-09-22,True
1085,34,87000.0,,2024-09-23,True
419,16,69000.0,,2024-09-23,True
290,11,36000.0,,2024-09-23,True
633,23,54000.0,,2024-09-23,True
1241,37,94000.0,,2024-09-23,True
930,31,69000.0,,2024-09-24,True
55,2,36000.0,,2024-09-24,True
574,21,49000.0,,2024-09-24,True
530,20,66000.0,,2024-09-24,True
1365,39,77000.0,,2024-09-24,False
961,32,35000.0,,2024-09-24,True
603,22,37000.0,,2024-09-25,True
815,28,60000.0,,2024-09-25,True
864,29,51000.0,,2024-09-25,True
634,23,73000.0,,2024-09-26,True
575,21,59000.0,,2024-09-26,True
1298,38,68000.0,,2024-09-26,True
576,21,75000.0,,2024-09-26,True
577,21,67000.0,,2024-09-26,True
931,31,67000.0,,2024-09-26,True
22,1,67000.0,,2024-09-27,True
259,10,46000.0,,2024-09-27,True
231,9,45000.0,,2024-09-27,True
897,30,45000.0,,2024-09-27,True
1086,34,119000.0,,2024-09-27,True
962,32,81000.0,,2024-09-27,True
154,6,49000.0,,2024-09-27,True
401,15,78000.0,,2024-09-28,True
202,8,51000.0,,2024-09-28,True
291,11,51000.0,,2024-09-28,True
201,8,68000.0,,2024-09-28,True
1242,37,87000.0,,2024-09-28,True
106,4,46000.0,,2024-09-28,True
105,4,28000.0,,2024-09-28,True
1087,34,60000.0,,2024-09-29,True
1088,34,116000.0,,2024-10-01,True
420,16,46000.0,,2024-10-02,True
475,18,34000.0,,2024-10-02,True
1015,33,109000.0,,2024-10-02,True
23,1,52000.0,,2024-10-02,True
578,21,75000.0,,2024-10-03,True
898,30,35000.0,,2024-10-03,True
899,30,79000.0,,2024-10-04,True
1016,33,95000.0,,2024-10-04,True
421,16,65000.0,,2024-10-04,True
702,25,30000.0,,2024-10-04,True
1243,37,69000.0,,2024-10-04,True
1410,40,80000.0,,2024-10-05,True
900,30,95000.0,,2024-10-05,True
738,26,79000.0,,2024-10-05,True
739,26,88000.0,,2024-10-06,True
1182,36,48000.0,,2024-10-06,False
1366,39,66000.0,,2024-10-06,True
86,3,46000.0,,2024-10-07,True
1134,35,109000.0,,2024-10-07,True
508,19,22000.0,,2024-10-07,True
260,10,25000.0,,2024-10-07,True
1299,38,50000.0,,2024-10-07,True
1367,39,72000.0,,2024-10-07,True
422,16,31000.0,,2024-10-07,True
1244,37,45000.0,,2024-10-08,True
1089,34,86000.0,,2024-10-08,False
476,18,22000.0,,2024-10-08,True
901,30,75000.0,,2024-10-08,True
1017,33,45000.0,,2024-10-08,True
155,6,35000.0,,2024-10-08,True
932,31,78000.0,,2024-10-09,True
203,8,56000.0,,2024-10-09,True
322,12,51000.0,,2024-10-09,True
1245,37,74000.0,,2024-10-09,False
703,25,40000.0,,2024-10-10,True
531,20,76000.0,,2024-10-10,True
1183,36,94000.0,,2024-10-11,True
1368,39,97000.0,,2024-10-11,False
532,20,48000.0,,2024-10-11,True
786,27,71000.0,,2024-10-12,True
785,27,32000.0,,2024-10-12,True
1184,36,72000.0,,2024-10-12,False
1135,35,67000.0,,2024-10-13,True
1300,38,111000.0,,2024-10-14,True
933,31,54000.0,,2024-10-14,True
865,29,80000.0,,2024-10-15,True
866,29,68000.0,,2024-10-15,True
816,28,87000.0,,2024-10-15,True
1411,40,84000.0,,2024-10-15,True
323,12,67000.0,,2024-10-15,True
902,30,36000.0,,2024-10-15,True
232,9,51000.0,,2024-10-16,True
1369,39,93000.0,,2024-10-16,False
1412,40,54000.0,,2024-10-16,False
359,13,24000.0,,2024-10-16,True
579,21,72000.0,,2024-10-16,True
666,24,34000.0,,2024-10-17,True
292,11,51000.0,,2024-10-18,True
1301,38,59000.0,,2024-10-18,True
324,12,79000.0,,2024-10-18,True
704,25,96000.0,,2024-10-18,True
24,1,41000.0,,2024-10-19,True
1302,38,95000.0,,2024-10-20,True
1413,40,79000.0,,2024-10-20,False
867,29,69000.0,,2024-10-20,True
156,6,37000.0,,2024-10-20,True
740,26,59000.0,,2024-10-21,True
635,23,88000.0,,2024-10-21,True
636,23,79000.0,,2024-10-21,True
868,29,83000.0,,2024-10-21,True
604,22,33000.0,,2024-10-21,True
1136,35,49000.0,,2024-10-21,False
1414,40,117000.0,,2024-10-22,False
1303,38,112000.0,,2024-10-22,True
1370,39,45000.0,,2024-10-22,True
817,28,89000.0,,2024-10-22,True
402,15,56000.0,,2024-10-22,True
360,13,36000.0,,2024-10-22,True
509,19,28000.0,,2024-10-23,True
157,6,75000.0,,2024-10-24,True
233,9,34000.0,,2024-10-24,True
667,24,66000.0,,2024-10-25,True
444,17,36000.0,,2024-10-25,True
180,7,46000.0,,2024-10-25,True
134,5,31000.0,,2024-10-25,True
605,22,72000.0,,2024-10-25,True
1185,36,62000.0,,2024-10-25,False
477,18,51000.0,,2024-10-26,True
668,24,60000.0,,2024-10-26,True
87,3,58000.0,,2024-10-26,True
1137,35,117000.0,,2024-10-27,True
1304,38,57000.0,,2024-10-28,True
1371,39,63000.0,,2024-10-28,True
1415,40,97000.0,,2024-10-28,False
818,28,59000.0,,2024-10-29,True
25,1,22000.0,,2024-10-29,True
741,26,62000.0,,2024-10-30,True
1246,37,100000.0,,2024-10-30,True
56,2,35000.0,,2024-10-30,True
1186,36,43000.0,,2024-10-30,True
1416,40,109000.0,,2024-10-30,True
1018,33,95000.0,,2024-10-31,True
293,11,55000.0,,2024-10-31,True
1138,35,66000.0,,2024-10-31,True
819,28,74000.0,,2024-11-01,False
361,13,71000.0,,2024-11-01,True
135,5,63000.0,,2024-11-01,True
637,23,92000.0,,2024-11-01,True
934,31,99000.0,,2024-11-01,False
669,24,71000.0,,2024-11-01,True
158,6,51000.0,,2024-11-01,True
787,27,57000.0,,2024-11-01,True
1019,33,68000.0,,2024-11-02,True
423,16,70000.0,,2024-11-02,True
935,31,38000.0,,2024-11-02,True
606,22,58000.0,,2024-11-03,True
607,22,72000.0,,2024-11-03,True
1305,38,89000.0,,2024-11-03,False
403,15,64000.0,,2024-11-04,True
510,19,46000.0,,2024-11-04,True
445,17,34000.0,,2024-11-04,True
580,21,80000.0,,2024-11-04,True
705,25,61000.0,,2024-11-04,True
1306,38,56000.0,,2024-11-05,False
362,13,46000.0,,2024-11-05,True
1307,38,101000.0,,2024-11-07,False
533,20,34000.0,,2024-11-07,True
1090,34,76000.0,,2024-11-07,True
1187,36,73000.0,,2024-11-07,False
181,7,42000.0,,2024-11-07,True
742,26,30000.0,,2024-11-08,True
869,29,46000.0,,2024-11-08,True
446,17,48000.0,,2024-11-08,True
1091,34,83000.0,,2024-11-09,True
182,7,38000.0,,2024-11-09,True
608,22,84000.0,,2024-11-09,False
1139,35,65000.0,,2024-11-09,True
706,25,71000.0,,2024-11-10,True
234,9,75000.0,,2024-11-10,True
235,9,41000.0,,2024-11-10,True
183,7,66000.0,,2024-11-10,True
1308,38,102000.0,,2024-11-10,False
26,1,27000.0,,2024-11-11,True
325,12,41000.0,,2024-11-11,True
159,6,44000.0,,2024-11-11,True
870,29,74000.0,,2024-11-11,True
236,9,25000.0,,2024-11-12,True
1417,40,72000.0,,2024-11-12,True
326,12,37000.0,,2024-11-12,True
204,8,43000.0,,2024-11-12,True
380,14,44000.0,,2024-11-13,True
88,3,66000.0,,2024-11-13,True
581,21,51000.0,,2024-11-13,True
1092,34,102000.0,,2024-11-13,True
1418,40,93000.0,,2024-11-14,True
534,20,46000.0,,2024-11-14,True
1093,34,74000.0,,2024-11-14,True
261,10,76000.0,,2024-11-16,True
609,22,75000.0,,2024-11-16,True
1188,36,104000.0,,2024-11-17,True
1140,35,94000.0,,2024-11-17,True
511,19,66000.0,,2024-11-18,True
610,22,60000.0,,2024-11-18,True
262,10,75000.0,,2024-11-18,True
424,16,54000.0,,2024-11-19,True
478,18,26000.0,,2024-11-19,True
1189,36,74000.0,,2024-11-19,False
381,14,75000.0,,2024-11-19,True
1372,39,109000.0,,2024-11-20,True
963,32,86000.0,,2024-11-20,True
160,6,23000.0,,2024-11-20,True
1141,35,101000.0,,2024-11-20,False
479,18,31000.0,,2024-11-20,True
1020,33,62000.0,,2024-11-21,False
136,5,27000.0,,2024-11-21,True
707,25,56000.0,,2024-11-21,True
480,18,41000.0,,2024-11-22,True
1309,38,113000.0,,2024-11-22,True
263,10,44000.0,,2024-11-22,True
611,22,93000.0,,2024-11-23,True
1310,38,60000.0,,2024-11-23,True
425,16,75000.0,,2024-11-23,True
582,21,39000.0,,2024-11-24,True
903,30,35000.0,,2024-11-25,True
904,30,49000.0,,2024-11-25,True
1021,33,70000.0,,2024-11-25,False
1247,37,106000.0,,2024-11-25,True
743,26,52000.0,,2024-11-25,True
535,20,75000.0,,2024-11-26,True
512,19,30000.0,,2024-11-26,True
905,30,65000.0,,2024-11-26,True
89,3,71000.0,,2024-11-26,True
327,12,43000.0,,2024-11-27,True
670,24,78000.0,,2024-11-27,True
788,27,85000.0,,2024-11-27,True
1248,37,103000.0,,2024-11-27,True
27,1,70000.0,,2024-11-27,True
789,27,78000.0,,2024-11-28,True
1094,34,54000.0,,2024-11-28,False
161,6,51000.0,,2024-11-28,True
264,10,44000.0,,2024-11-28,True
382,14,23000.0,,2024-11-28,True
205,8,37000.0,,2024-11-29,False
1419,40,57000.0,,2024-11-29,False
481,18,72000.0,,2024-11-29,True
1311,38,81000.0,,2024-11-29,False
57,2,64000.0,,2024-11-30,True
383,14,46000.0,,2024-12-01,True
638,23,35000.0,,2024-12-01,True
1142,35,63000.0,,2024-12-01,True
28,1,25000.0,,2024-12-02,True
639,23,87000.0,,2024-12-02,False
1373,39,64000.0,,2024-12-02,False
640,23,71000.0,,2024-12-02,False
1312,38,105000.0,,2024-12-02,False
820,28,99000.0,,2024-12-03,True
107,4,50000.0,,2024-12-04,True
404,15,60000.0,,2024-12-04,True
871,29,69000.0,,2024-12-04,True
58,2,62000.0,,2024-12-04,True
59,2,35000.0,,2024-12-05,True
1249,37,43000.0,,2024-12-06,False
1420,40,45000.0,,2024-12-06,False
137,5,73000.0,,2024-12-06,True
294,11,49000.0,,2024-12-07,True
328,12,60000.0,,2024-12-07,True
90,3,45000.0,,2024-12-07,True
1313,38,63000.0,,2024-12-07,False
426,16,73000.0,,2024-12-08,True
708,25,49000.0,,2024-12-09,False
29,1,43000.0,,2024-12-09,True
1314,38,43000.0,,2024-12-09,False
1095,34,92000.0,,2024-12-09,False
744,26,34000.0,,2024-12-10,True
1190,36,45000.0,,2024-12-10,False
536,20,24000.0,,2024-12-11,True
1191,36,101000.0,,2024-12-11,False
709,25,54000.0,,2024-12-12,True
427,16,66000.0,,2024-12-12,True
1250,37,110000.0,,2024-12-12,False
513,19,64000.0,,2024-12-12,True
671,24,75000.0,,2024-12-12,False
108,4,74000.0,,2024-12-13,True
612,22,45000.0,,2024-12-13,False
428,16,42000.0,,2024-12-13,True
745,26,82000.0,,2024-12-13,False
1315,38,98000.0,,2024-12-14,False
1022,33,93000.0,,2024-12-14,False
1192,36,77000.0,,2024-12-14,False
1374,39,49000.0,,2024-12-14,False
964,32,91000.0,,2024-12-15,False
162,6,74000.0,,2024-12-15,True
138,5,42000.0,,2024-12-15,True
1143,35,89000.0,,2024-12-16,False
1376,39,54000.0,,2024-12-16,False
514,19,22000.0,,2024-12-16,True
1375,39,97000.0,,2024-12-16,False
710,25,46000.0,,2024-12-16,False
329,12,33000.0,,2024-12-17,True
30,1,55000.0,,2024-12-17,True
1251,37,99000.0,,2024-12-17,False
295,11,78000.0,,2024-12-17,True
1023,33,44000.0,,2024-12-18,False
1421,40,56000.0,,2024-12-19,False
641,23,98000.0,,2024-12-19,False
1024,33,77000.0,,2024-12-19,False
822,28,96000.0,,2024-12-19,False
31,1,55000.0,,2024-12-19,True
821,28,39000.0,,2024-12-19,False
672,24,72000.0,,2024-12-19,True
91,3,54000.0,,2024-12-20,True
265,10,72000.0,,2024-12-20,True
823,28,99000.0,,2024-12-20,True
746,26,53000.0,,2024-12-21,True
109,4,57000.0,,2024-12-22,True
184,7,46000.0,,2024-12-22,True
1193,36,73000.0,,2024-12-23,False
1025,33,92000.0,,2024-12-23,False
1194,36,78000.0,,2024-12-23,False
237,9,36000.0,,2024-12-23,True
642,23,91000.0,,2024-12-23,False
825,28,57000.0,,2024-12-23,False
824,28,76000.0,,2024-12-23,False
790,27,40000.0,,2024-12-24,False
872,29,86000.0,,2024-12-24,False
1096,34,108000.0,,2024-12-24,False
60,2,24000.0,,2024-12-24,True
1377,39,86000.0,,2024-12-24,False
238,9,20000.0,,2024-12-24,False
266,10,40000.0,,2024-12-25,True
405,15,30000.0,,2024-12-25,False
747,26,79000.0,,2024-12-25,False
206,8,54000.0,,2024-12-26,False
1252,37,58000.0,,2024-12-26,False
1097,34,91000.0,,2024-12-26,False
1026,33,41000.0,,2024-12-26,False
537,20,51000.0,,2024-12-27,True
363,13,67000.0,,2024-12-27,False
711,25,80000.0,,2024-12-27,False
406,15,68000.0,,2024-12-27,False
1253,37,79000.0,,2024-12-28,False
748,26,79000.0,,2024-12-28,True
791,27,54000.0,,2024-12-28,False
1378,39,67000.0,,2024-12-28,False
613,22,35000.0,,2024-12-29,False
1027,33,73000.0,,2024-12-29,False
163,6,69000.0,,2024-12-29,False
364,13,52000.0,,2024-12-29,False
643,23,34000.0,,2024-12-30,False
1098,34,71000.0,,2024-12-30,False
1379,39,106000.0,,2024-12-30,False
906,30,82000.0,,2024-12-30,False
