repayment_id,ledger_id,amount,repaid_at
1355,1172,36000.0,2024-07-14
1452,1281,74000.0,2024-07-15
1104,919,90000.0,2024-07-15
489,395,41000.0,2024-07-15
91,76,41000.0,2024-07-15
147,125,23000.0,2024-07-15
466,376,65000.0,2024-07-15
440,353,68000.0,2024-07-15
843,695,43000.0,2024-07-16
148,125,11000.0,2024-07-16
841,694,14000.0,2024-07-16
1523,1355,40000.0,2024-07-16
765,627,34000.0,2024-07-16
1109,922,39000.0,2024-07-16
1519,1352,41000.0,2024-07-16
839,692,47000.0,2024-07-17
57,49,47000.0,2024-07-17
578,468,44000.0,2024-07-17
937,772,52000.0,2024-07-17
1065,887,37000.0,2024-07-18
206,170,54000.0,2024-07-18
1457,1285,38000.0,2024-07-20
976,805,22000.0,2024-07-20
977,806,52000.0,2024-07-20
491,397,23000.0,2024-07-20
1242,1056,60000.0,2024-07-21
887,730,38000.0,2024-07-21
439,352,39000.0,2024-07-21
940,774,66000.0,2024-07-21
1461,1287,82000.0,2024-07-21
1307,1124,113000.0,2024-07-21
840,693,43000.0,2024-07-21
492,397,39000.0,2024-07-21
844,695,30000.0,2024-07-21
1106,921,24000.0,2024-07-21
350,285,68000.0,2024-07-22
938,773,32000.0,2024-07-22
845,696,34000.0,2024-07-22
1459,1286,57000.0,2024-07-22
1143,954,74000.0,2024-07-22
1064,885,50000.0,2024-07-22
1518,1350,34000.0,2024-07-22
1561,1401,118000.0,2024-07-23
1306,1122,120000.0,2024-07-23
842,694,32000.0,2024-07-24
1244,1060,71000.0,2024-07-24
392,316,38000.0,2024-07-25
1068,890,23000.0,2024-07-25
1360,1176,72000.0,2024-07-25
490,396,38000.0,2024-07-25
692,562,42000.0,2024-07-25
15,13,36000.0,2024-07-25
1515,1348,70000.0,2024-07-26
1142,953,96000.0,2024-07-27
690,561,65000.0,2024-07-27
1403,1225,40000.0,2024-07-27
352,287,36000.0,2024-07-28
279,228,62000.0,2024-07-28
92,77,11000.0,2024-07-28
94,78,21000.0,2024-07-28
353,288,7000.0,2024-07-28
1251,1066,44000.0,2024-07-28
615,501,58000.0,2024-07-28
1563,1403,98000.0,2024-07-28
1405,1228,80000.0,2024-07-28
1363,1178,49000.0,2024-07-29
936,771,63000.0,2024-07-29
802,661,77000.0,2024-07-29
207,171,79000.0,2024-07-29
311,253,52000.0,2024-07-30
1188,996,53000.0,2024-07-30
939,773,48000.0,2024-07-30
354,288,16000.0,2024-07-30
58,50,33000.0,2024-07-30
846,696,19000.0,2024-07-30
1361,1177,35000.0,2024-07-30
797,656,46000.0,2024-07-31
1252,1066,30000.0,2024-07-31
150,127,52000.0,2024-07-31
59,50,20000.0,2024-08-01
149,126,53000.0,2024-08-01
1456,1284,25000.0,2024-08-01
16,14,25000.0,2024-08-01
1409,1232,59000.0,2024-08-01
1183,987,49000.0,2024-08-01
17,15,73000.0,2024-08-02
1067,889,48000.0,2024-08-02
1186,992,78000.0,2024-08-02
93,77,14000.0,2024-08-02
1410,1232,54000.0,2024-08-02
890,733,15000.0,2024-08-03
942,776,44000.0,2024-08-03
798,657,58000.0,2024-08-03
121,102,62000.0,2024-08-03
393,317,68000.0,2024-08-03
694,564,18000.0,2024-08-03
693,563,80000.0,2024-08-03
60,51,66000.0,2024-08-03
493,398,75000.0,2024-08-04
696,565,28000.0,2024-08-04
1069,890,49000.0,2024-08-04
1562,1402,74000.0,2024-08-04
888,731,72000.0,2024-08-05
351,286,23000.0,2024-08-05
1110,923,79000.0,2024-08-05
1070,891,52000.0,2024-08-05
892,734,85000.0,2024-08-05
799,658,56000.0,2024-08-05
1107,921,20000.0,2024-08-05
1524,1355,23000.0,2024-08-05
178,149,33000.0,2024-08-07
801,660,46000.0,2024-08-07
1460,1286,43000.0,2024-08-07
648,525,43000.0,2024-08-07
733,598,54000.0,2024-08-08
1308,1126,53000.0,2024-08-08
467,377,27000.0,2024-08-08
518,417,52000.0,2024-08-08
649,525,33000.0,2024-08-08
95,79,25000.0,2024-08-09
18,16,39000.0,2024-08-09
579,469,61000.0,2024-08-09
280,229,14000.0,2024-08-10
943,777,54000.0,2024-08-10
1146,956,35000.0,2024-08-10
847,697,35000.0,2024-08-10
617,503,14000.0,2024-08-10
800,659,48000.0,2024-08-10
891,733,28000.0,2024-08-10
1564,1406,47000.0,2024-08-10
650,526,19000.0,2024-08-11
1364,1178,47000.0,2024-08-11
312,254,27000.0,2024-08-11
1525,1356,62000.0,2024-08-11
1526,1357,36000.0,2024-08-12
1111,924,39000.0,2024-08-12
1147,956,26000.0,2024-08-12
1031,855,87000.0,2024-08-12
281,229,23000.0,2024-08-12
1249,1065,24000.0,2024-08-12
894,736,13000.0,2024-08-12
19,16,18000.0,2024-08-13
96,79,30000.0,2024-08-13
618,503,32000.0,2024-08-13
1404,1227,101000.0,2024-08-13
61,52,11000.0,2024-08-13
1192,1001,96000.0,2024-08-13
651,526,21000.0,2024-08-14
1309,1129,30000.0,2024-08-14
313,254,32000.0,2024-08-14
468,377,46000.0,2024-08-14
1458,1285,40000.0,2024-08-14
695,564,25000.0,2024-08-15
179,150,16000.0,2024-08-15
1246,1063,43000.0,2024-08-15
616,502,44000.0,2024-08-15
1187,994,118000.0,2024-08-15
1520,1352,76000.0,2024-08-16
697,565,27000.0,2024-08-16
941,775,37000.0,2024-08-16
1191,1000,70000.0,2024-08-16
208,172,56000.0,2024-08-16
180,150,24000.0,2024-08-16
652,527,27000.0,2024-08-17
314,255,54000.0,2024-08-17
944,777,31000.0,2024-08-17
62,52,23000.0,2024-08-18
1411,1233,42000.0,2024-08-18
1311,1130,78000.0,2024-08-18
1359,1175,64000.0,2024-08-19
698,566,64000.0,2024-08-19
122,103,23000.0,2024-08-19
394,318,15000.0,2024-08-19
895,736,26000.0,2024-08-19
1255,1068,43000.0,2024-08-20
889,732,76000.0,2024-08-20
209,173,9000.0,2024-08-20
1033,857,92000.0,2024-08-21
1406,1229,72000.0,2024-08-21
242,199,17000.0,2024-08-21
1032,856,73000.0,2024-08-22
699,568,44000.0,2024-08-22
1362,1177,39000.0,2024-08-22
1413,1234,44000.0,2024-08-22
395,318,13000.0,2024-08-22
946,779,13000.0,2024-08-23
211,174,12000.0,2024-08-23
948,780,18000.0,2024-08-24
1112,924,40000.0,2024-08-24
123,104,58000.0,2024-08-24
767,629,62000.0,2024-08-24
210,173,13000.0,2024-08-24
243,199,13000.0,2024-08-25
1366,1181,33000.0,2024-08-25
151,129,14000.0,2024-08-25
1253,1067,31000.0,2024-08-25
469,378,46000.0,2024-08-25
212,174,9000.0,2024-08-26
1036,860,100000.0,2024-08-26
735,600,52000.0,2024-08-26
548,442,55000.0,2024-08-26
153,130,25000.0,2024-08-26
1367,1181,72000.0,2024-08-27
580,470,47000.0,2024-08-27
1408,1231,82000.0,2024-08-27
316,257,24000.0,2024-08-27
1264,1076,51000.0,2024-08-27
214,176,38000.0,2024-08-27
978,807,74000.0,2024-08-27
979,808,30000.0,2024-08-27
1245,1061,99000.0,2024-08-27
317,257,55000.0,2024-08-28
981,809,41000.0,2024-08-28
549,443,10000.0,2024-08-28
1257,1069,47000.0,2024-08-28
442,355,60000.0,2024-08-29
155,131,49000.0,2024-08-29
1365,1180,105000.0,2024-08-29
154,130,24000.0,2024-08-29
152,129,15000.0,2024-08-29
1189,997,57000.0,2024-08-29
736,601,95000.0,2024-08-30
156,132,18000.0,2024-08-30
1248,1064,40000.0,2024-08-30
63,53,48000.0,2024-08-30
734,599,88000.0,2024-08-30
396,319,49000.0,2024-08-30
215,176,19000.0,2024-08-30
213,175,71000.0,2024-08-31
1149,958,63000.0,2024-08-31
441,354,35000.0,2024-08-31
443,356,39000.0,2024-08-31
315,256,23000.0,2024-08-31
181,151,11000.0,2024-08-31
183,152,31000.0,2024-08-31
550,443,19000.0,2024-09-01
653,528,53000.0,2024-09-01
1407,1230,103000.0,2024-09-01
1463,1289,113000.0,2024-09-01
893,735,66000.0,2024-09-01
1250,1065,21000.0,2024-09-01
184,152,38000.0,2024-09-01
982,810,65000.0,2024-09-01
1037,861,57000.0,2024-09-01
1265,1076,48000.0,2024-09-02
97,80,29000.0,2024-09-02
1310,1129,28000.0,2024-09-02
1412,1233,55000.0,2024-09-02
766,628,78000.0,2024-09-02
1035,859,65000.0,2024-09-02
182,151,22000.0,2024-09-02
1565,1406,31000.0,2024-09-02
157,132,21000.0,2024-09-02
945,778,73000.0,2024-09-02
947,779,19000.0,2024-09-02
700,570,63000.0,2024-09-02
397,320,28000.0,2024-09-02
398,320,16000.0,2024-09-03
620,505,39000.0,2024-09-03
949,780,24000.0,2024-09-03
621,506,75000.0,2024-09-04
1260,1073,118000.0,2024-09-04
619,504,22000.0,2024-09-04
737,602,80000.0,2024-09-04
20,17,57000.0,2024-09-04
470,379,63000.0,2024-09-05
1261,1074,31000.0,2024-09-05
1414,1234,75000.0,2024-09-05
850,699,27000.0,2024-09-06
848,698,24000.0,2024-09-06
1197,1006,23000.0,2024-09-07
1312,1130,34000.0,2024-09-07
216,177,20000.0,2024-09-07
444,357,62000.0,2024-09-08
1256,1068,24000.0,2024-09-08
803,663,47000.0,2024-09-08
701,571,87000.0,2024-09-08
1195,1004,85000.0,2024-09-08
1193,1002,81000.0,2024-09-09
1196,1005,40000.0,2024-09-09
581,471,54000.0,2024-09-09
980,808,38000.0,2024-09-09
1150,958,30000.0,2024-09-09
98,81,39000.0,2024-09-09
1034,858,44000.0,2024-09-09
1148,957,85000.0,2024-09-10
318,258,66000.0,2024-09-10
1527,1357,35000.0,2024-09-10
896,737,34000.0,2024-09-10
1566,1407,53000.0,2024-09-10
21,18,43000.0,2024-09-10
217,177,28000.0,2024-09-11
185,153,35000.0,2024-09-11
1071,892,84000.0,2024-09-11
702,572,96000.0,2024-09-11
445,358,29000.0,2024-09-12
23,20,55000.0,2024-09-13
1568,1409,52000.0,2024-09-14
1531,1361,77000.0,2024-09-14
1259,1072,101000.0,2024-09-14
1151,960,21000.0,2024-09-14
1462,1288,91000.0,2024-09-14
582,472,27000.0,2024-09-15
494,399,47000.0,2024-09-15
1190,999,76000.0,2024-09-15
495,400,26000.0,2024-09-15
851,699,13000.0,2024-09-15
446,358,24000.0,2024-09-15
1569,1409,43000.0,2024-09-15
1529,1360,34000.0,2024-09-16
1247,1063,35000.0,2024-09-16
64,54,34000.0,2024-09-16
100,83,29000.0,2024-09-16
496,400,34000.0,2024-09-16
1152,960,47000.0,2024-09-17
244,200,32000.0,2024-09-17
101,83,15000.0,2024-09-17
950,782,30000.0,2024-09-17
983,811,54000.0,2024-09-18
22,19,36000.0,2024-09-18
24,21,24000.0,2024-09-18
99,82,37000.0,2024-09-18
583,472,51000.0,2024-09-18
654,529,64000.0,2024-09-19
1254,1067,21000.0,2024-09-19
1114,929,90000.0,2024-09-19
1073,894,60000.0,2024-09-19
65,54,35000.0,2024-09-19
952,784,30000.0,2024-09-20
849,698,12000.0,2024-09-20
1468,1296,35000.0,2024-09-20
622,507,30000.0,2024-09-21
219,179,32000.0,2024-09-21
158,133,41000.0,2024-09-22
953,784,57000.0,2024-09-22
220,179,38000.0,2024-09-22
768,630,61000.0,2024-09-22
102,84,25000.0,2024-09-22
519,418,40000.0,2024-09-22
1464,1292,112000.0,2024-09-23
1074,895,56000.0,2024-09-23
1258,1071,43000.0,2024-09-24
520,419,27000.0,2024-09-24
1262,1074,29000.0,2024-09-24
1268,1080,45000.0,2024-09-24
1198,1006,21000.0,2024-09-24
1113,927,42000.0,2024-09-25
103,85,47000.0,2024-09-25
623,507,26000.0,2024-09-25
805,665,87000.0,2024-09-25
1469,1296,27000.0,2024-09-25
159,133,35000.0,2024-09-26
1072,893,83000.0,2024-09-26
1075,896,61000.0,2024-09-26
1272,1083,32000.0,2024-09-26
521,419,42000.0,2024-09-26
1415,1237,66000.0,2024-09-27
1567,1408,113000.0,2024-09-27
1532,1364,65000.0,2024-09-27
1416,1238,32000.0,2024-09-27
186,154,49000.0,2024-09-28
357,291,26000.0,2024-09-28
218,178,26000.0,2024-09-28
282,230,21000.0,2024-09-28
1194,1003,117000.0,2024-09-28
125,106,15000.0,2024-09-29
358,291,25000.0,2024-09-29
124,105,28000.0,2024-09-29
399,321,79000.0,2024-09-29
584,473,33000.0,2024-09-29
769,631,44000.0,2024-09-29
852,700,65000.0,2024-09-29
246,202,51000.0,2024-09-29
1528,1359,75000.0,2024-09-29
497,401,49000.0,2024-09-29
655,530,66000.0,2024-09-30
498,401,29000.0,2024-09-30
1465,1293,58000.0,2024-09-30
585,474,31000.0,2024-09-30
1467,1295,68000.0,2024-09-30
951,783,68000.0,2024-10-01
1418,1240,84000.0,2024-10-01
356,290,36000.0,2024-10-01
703,574,49000.0,2024-10-01
355,289,30000.0,2024-10-01
1076,896,26000.0,2024-10-01
985,813,89000.0,2024-10-01
126,106,31000.0,2024-10-01
66,55,36000.0,2024-10-02
1420,1242,47000.0,2024-10-03
245,201,68000.0,2024-10-03
25,22,67000.0,2024-10-04
804,664,60000.0,2024-10-04
705,576,47000.0,2024-10-04
319,259,46000.0,2024-10-04
1530,1360,75000.0,2024-10-04
853,701,45000.0,2024-10-04
1273,1083,70000.0,2024-10-04
704,575,59000.0,2024-10-05
770,632,60000.0,2024-10-05
1153,961,35000.0,2024-10-05
1082,900,59000.0,2024-10-06
1263,1075,100000.0,2024-10-06
1267,1078,45000.0,2024-10-06
986,814,72000.0,2024-10-06
26,23,52000.0,2024-10-06
1199,1009,87000.0,2024-10-06
586,475,34000.0,2024-10-07
771,633,54000.0,2024-10-07
1083,900,36000.0,2024-10-07
1202,1013,90000.0,2024-10-07
624,508,10000.0,2024-10-08
1314,1133,57000.0,2024-10-08
1269,1080,71000.0,2024-10-08
1154,962,81000.0,2024-10-08
283,231,45000.0,2024-10-08
1270,1081,27000.0,2024-10-09
1421,1242,40000.0,2024-10-09
524,422,31000.0,2024-10-10
523,421,65000.0,2024-10-10
987,815,60000.0,2024-10-10
625,508,12000.0,2024-10-10
1077,897,45000.0,2024-10-10
854,702,13000.0,2024-10-10
400,322,51000.0,2024-10-11
708,578,75000.0,2024-10-11
1200,1011,63000.0,2024-10-11
1266,1077,114000.0,2024-10-11
1201,1012,79000.0,2024-10-11
707,577,67000.0,2024-10-12
1084,901,25000.0,2024-10-12
1080,899,26000.0,2024-10-12
1038,862,71000.0,2024-10-12
898,739,53000.0,2024-10-13
187,155,35000.0,2024-10-13
706,576,28000.0,2024-10-13
320,260,25000.0,2024-10-13
522,420,46000.0,2024-10-13
656,531,76000.0,2024-10-13
1276,1086,55000.0,2024-10-13
1115,930,69000.0,2024-10-15
738,603,37000.0,2024-10-15
247,203,56000.0,2024-10-15
284,232,16000.0,2024-10-16
1086,902,23000.0,2024-10-16
401,323,67000.0,2024-10-16
1419,1241,94000.0,2024-10-16
988,816,34000.0,2024-10-16
1040,865,80000.0,2024-10-16
1078,898,15000.0,2024-10-16
1085,901,50000.0,2024-10-16
104,86,46000.0,2024-10-16
447,359,24000.0,2024-10-17
989,816,53000.0,2024-10-17
1570,1410,80000.0,2024-10-17
285,232,35000.0,2024-10-17
855,702,17000.0,2024-10-17
772,634,73000.0,2024-10-17
709,579,28000.0,2024-10-17
1274,1085,59000.0,2024-10-17
1087,902,13000.0,2024-10-17
897,738,79000.0,2024-10-18
710,579,44000.0,2024-10-18
984,812,93000.0,2024-10-18
1203,1014,98000.0,2024-10-18
1417,1238,45000.0,2024-10-18
587,476,22000.0,2024-10-19
1116,931,67000.0,2024-10-19
657,532,48000.0,2024-10-19
1039,864,51000.0,2024-10-19
1472,1299,26000.0,2024-10-19
1204,1015,109000.0,2024-10-20
899,739,35000.0,2024-10-20
1081,899,53000.0,2024-10-20
402,324,52000.0,2024-10-21
1041,866,68000.0,2024-10-23
954,785,14000.0,2024-10-24
1368,1183,57000.0,2024-10-24
775,636,33000.0,2024-10-25
448,360,21000.0,2024-10-25
806,666,34000.0,2024-10-25
403,324,27000.0,2024-10-25
956,786,38000.0,2024-10-25
1535,1367,72000.0,2024-10-26
856,703,40000.0,2024-10-26
286,233,21000.0,2024-10-27
1117,932,78000.0,2024-10-27
188,156,37000.0,2024-10-27
1315,1133,27000.0,2024-10-27
739,604,13000.0,2024-10-28
449,360,15000.0,2024-10-28
773,635,57000.0,2024-10-28
27,24,41000.0,2024-10-28
359,292,51000.0,2024-10-28
626,509,10000.0,2024-10-28
1043,868,50000.0,2024-10-28
857,704,96000.0,2024-10-28
1466,1293,33000.0,2024-10-29
551,444,36000.0,2024-10-29
1533,1366,35000.0,2024-10-29
189,157,41000.0,2024-10-29
1470,1297,95000.0,2024-10-29
499,402,56000.0,2024-10-30
1317,1135,67000.0,2024-10-30
1279,1088,66000.0,2024-10-30
221,180,46000.0,2024-10-30
287,233,13000.0,2024-10-30
588,477,51000.0,2024-10-30
1277,1086,64000.0,2024-10-30
776,636,46000.0,2024-10-30
1079,898,20000.0,2024-10-30
1474,1300,111000.0,2024-10-30
1473,1299,24000.0,2024-11-01
450,361,31000.0,2024-11-02
161,135,63000.0,2024-11-02
67,56,19000.0,2024-11-02
105,87,58000.0,2024-11-02
28,25,22000.0,2024-11-02
360,293,17000.0,2024-11-03
809,669,71000.0,2024-11-03
807,667,66000.0,2024-11-03
190,157,34000.0,2024-11-03
627,509,18000.0,2024-11-03
1044,868,33000.0,2024-11-04
1271,1081,45000.0,2024-11-04
160,134,31000.0,2024-11-04
191,158,27000.0,2024-11-04
451,361,40000.0,2024-11-04
774,635,31000.0,2024-11-05
1571,1411,84000.0,2024-11-05
500,403,23000.0,2024-11-05
68,56,16000.0,2024-11-05
740,604,20000.0,2024-11-05
1042,867,69000.0,2024-11-05
361,293,38000.0,2024-11-06
1423,1244,45000.0,2024-11-06
955,785,18000.0,2024-11-06
1369,1183,37000.0,2024-11-06
1475,1301,40000.0,2024-11-06
741,605,72000.0,2024-11-06
957,786,33000.0,2024-11-07
501,403,41000.0,2024-11-07
192,158,24000.0,2024-11-08
525,423,47000.0,2024-11-08
1118,933,54000.0,2024-11-08
1208,1019,46000.0,2024-11-09
628,510,46000.0,2024-11-09
901,741,62000.0,2024-11-10
223,182,38000.0,2024-11-10
452,362,46000.0,2024-11-10
958,787,18000.0,2024-11-10
1275,1085,28000.0,2024-11-10
552,445,34000.0,2024-11-10
553,446,48000.0,2024-11-11
991,818,59000.0,2024-11-11
742,606,58000.0,2024-11-11
743,607,25000.0,2024-11-12
808,668,60000.0,2024-11-12
990,817,89000.0,2024-11-12
777,637,61000.0,2024-11-12
29,26,10000.0,2024-11-13
1046,870,74000.0,2024-11-13
404,325,13000.0,2024-11-13
288,234,25000.0,2024-11-13
222,181,42000.0,2024-11-13
1422,1243,69000.0,2024-11-14
291,236,25000.0,2024-11-14
526,423,23000.0,2024-11-15
406,326,19000.0,2024-11-15
405,325,28000.0,2024-11-15
248,204,19000.0,2024-11-15
900,740,59000.0,2024-11-15
711,580,43000.0,2024-11-15
471,380,15000.0,2024-11-15
1478,1303,112000.0,2024-11-15
30,26,17000.0,2024-11-16
193,159,44000.0,2024-11-16
659,534,21000.0,2024-11-16
289,234,50000.0,2024-11-16
290,235,41000.0,2024-11-16
472,380,29000.0,2024-11-17
321,261,76000.0,2024-11-17
1209,1019,22000.0,2024-11-17
1477,1302,95000.0,2024-11-17
658,533,34000.0,2024-11-17
1536,1370,23000.0,2024-11-18
407,326,18000.0,2024-11-18
713,581,23000.0,2024-11-18
224,183,66000.0,2024-11-18
249,204,24000.0,2024-11-18
1313,1132,49000.0,2024-11-19
1316,1134,109000.0,2024-11-19
660,534,25000.0,2024-11-19
1205,1016,95000.0,2024-11-20
959,787,39000.0,2024-11-20
106,88,66000.0,2024-11-21
1320,1139,38000.0,2024-11-21
744,607,47000.0,2024-11-21
1534,1366,31000.0,2024-11-22
778,637,31000.0,2024-11-23
629,511,66000.0,2024-11-24
1471,1298,68000.0,2024-11-24
714,581,28000.0,2024-11-24
1045,869,46000.0,2024-11-24
194,160,10000.0,2024-11-24
858,705,61000.0,2024-11-25
1538,1371,63000.0,2024-11-25
527,424,54000.0,2024-11-25
473,381,75000.0,2024-11-25
162,136,27000.0,2024-11-25
1476,1301,19000.0,2024-11-26
590,479,31000.0,2024-11-26
1278,1087,60000.0,2024-11-26
712,580,37000.0,2024-11-27
589,478,26000.0,2024-11-27
1283,1092,102000.0,2024-11-28
1207,1018,95000.0,2024-11-28
903,743,27000.0,2024-11-28
1322,1140,64000.0,2024-11-28
661,535,25000.0,2024-11-28
195,160,13000.0,2024-11-29
1280,1088,50000.0,2024-11-29
591,480,41000.0,2024-11-29
1318,1137,117000.0,2024-11-29
322,262,75000.0,2024-11-29
859,706,71000.0,2024-11-29
1206,1017,45000.0,2024-11-30
196,161,51000.0,2024-11-30
1424,1246,100000.0,2024-11-30
662,535,50000.0,2024-11-30
1572,1416,109000.0,2024-12-01
1574,1418,93000.0,2024-12-01
904,743,25000.0,2024-12-01
408,327,14000.0,2024-12-01
324,264,22000.0,2024-12-01
69,57,64000.0,2024-12-01
528,425,75000.0,2024-12-02
1119,935,38000.0,2024-12-02
902,742,30000.0,2024-12-02
107,89,71000.0,2024-12-02
323,263,44000.0,2024-12-02
1090,905,40000.0,2024-12-03
1281,1090,76000.0,2024-12-03
747,611,37000.0,2024-12-03
31,27,70000.0,2024-12-03
1284,1093,74000.0,2024-12-04
1371,1188,45000.0,2024-12-04
325,264,22000.0,2024-12-04
474,382,23000.0,2024-12-04
592,481,72000.0,2024-12-04
1321,1139,27000.0,2024-12-04
475,383,46000.0,2024-12-05
409,327,29000.0,2024-12-05
715,582,39000.0,2024-12-05
1425,1247,41000.0,2024-12-05
1573,1417,72000.0,2024-12-05
745,609,75000.0,2024-12-06
630,512,30000.0,2024-12-06
779,638,18000.0,2024-12-07
70,58,62000.0,2024-12-07
810,670,78000.0,2024-12-08
1480,1309,54000.0,2024-12-08
502,404,39000.0,2024-12-08
992,820,43000.0,2024-12-08
362,294,32000.0,2024-12-08
1319,1138,66000.0,2024-12-08
961,789,78000.0,2024-12-09
960,788,85000.0,2024-12-09
1155,963,86000.0,2024-12-09
1482,1310,60000.0,2024-12-09
1323,1140,30000.0,2024-12-09
746,610,60000.0,2024-12-10
32,28,25000.0,2024-12-10
163,137,73000.0,2024-12-10
860,707,56000.0,2024-12-10
529,426,32000.0,2024-12-10
1539,1372,109000.0,2024-12-10
363,294,17000.0,2024-12-10
1370,1186,43000.0,2024-12-11
1091,905,25000.0,2024-12-11
1427,1248,103000.0,2024-12-11
410,328,60000.0,2024-12-11
503,404,21000.0,2024-12-12
748,611,56000.0,2024-12-13
531,427,66000.0,2024-12-13
780,638,17000.0,2024-12-13
530,426,41000.0,2024-12-13
33,29,14000.0,2024-12-13
993,820,56000.0,2024-12-13
1282,1091,83000.0,2024-12-13
663,536,11000.0,2024-12-14
108,90,45000.0,2024-12-14
1426,1247,65000.0,2024-12-15
71,59,35000.0,2024-12-15
127,107,50000.0,2024-12-15
1537,1370,22000.0,2024-12-15
532,428,42000.0,2024-12-16
905,744,20000.0,2024-12-16
197,162,74000.0,2024-12-16
631,513,64000.0,2024-12-17
34,29,29000.0,2024-12-17
632,514,12000.0,2024-12-17
633,514,10000.0,2024-12-18
1324,1142,63000.0,2024-12-18
664,536,13000.0,2024-12-18
128,108,74000.0,2024-12-18
1047,871,69000.0,2024-12-19
1089,904,49000.0,2024-12-19
364,295,35000.0,2024-12-20
1479,1304,57000.0,2024-12-20
164,138,42000.0,2024-12-20
861,709,54000.0,2024-12-22
1088,903,35000.0,2024-12-22
1372,1188,59000.0,2024-12-22
411,329,33000.0,2024-12-23
906,744,14000.0,2024-12-23
994,823,30000.0,2024-12-23
36,31,55000.0,2024-12-24
365,295,43000.0,2024-12-24
1481,1309,59000.0,2024-12-25
326,265,72000.0,2024-12-26
35,30,55000.0,2024-12-26
292,237,18000.0,2024-12-26
72,60,24000.0,2024-12-26
109,91,54000.0,2024-12-27
995,823,69000.0,2024-12-27
225,184,46000.0,2024-12-27
129,109,57000.0,2024-12-28
327,266,40000.0,2024-12-28
907,746,53000.0,2024-12-28
293,237,18000.0,2024-12-29
811,672,72000.0,2024-12-30
665,537,51000.0,2024-12-30
908,748,79000.0,2024-12-31
