sale_id,sku_id,quantity,sale_date,source
2258,54,4.0,2024-02-06,telegram
2259,55,1.0,2024-02-06,telegram
2260,56,7.0,2024-02-06,telegram
2261,60,6.0,2024-02-06,telegram
2262,62,3.0,2024-02-06,telegram
2263,64,5.0,2024-02-06,telegram
2264,65,22.0,2024-02-06,telegram
2265,67,6.0,2024-02-06,telegram
2266,68,6.0,2024-02-06,telegram
2267,70,1.0,2024-02-06,telegram
2268,71,6.0,2024-02-06,telegram
2269,74,10.0,2024-02-06,telegram
2270,76,4.0,2024-02-06,telegram
2271,79,6.0,2024-02-06,telegram
2272,80,5.0,2024-02-06,telegram
2273,81,4.0,2024-02-06,telegram
2274,83,8.0,2024-02-06,telegram
2275,84,14.0,2024-02-06,telegram
2276,1,5.0,2024-02-07,telegram
2277,3,10.0,2024-02-07,telegram
2278,4,6.0,2024-02-07,telegram
2279,5,9.0,2024-02-07,telegram
2280,6,7.0,2024-02-07,telegram
2281,7,3.0,2024-02-07,telegram
2282,9,6.0,2024-02-07,telegram
2283,10,5.0,2024-02-07,telegram
2284,11,8.0,2024-02-07,telegram
2285,17,5.0,2024-02-07,telegram
2286,18,9.0,2024-02-07,telegram
2287,19,3.0,2024-02-07,telegram
2288,20,6.0,2024-02-07,telegram
2289,21,1.0,2024-02-07,telegram
2290,22,7.0,2024-02-07,telegram
2291,23,5.0,2024-02-07,telegram
2292,26,5.0,2024-02-07,telegram
2293,27,10.0,2024-02-07,telegram
2294,28,1.0,2024-02-07,telegram
2295,29,3.0,2024-02-07,telegram
2296,30,1.0,2024-02-07,telegram
2297,31,3.0,2024-02-07,telegram
2298,32,2.0,2024-02-07,telegram
2299,33,3.0,2024-02-07,telegram
2300,35,4.0,2024-02-07,telegram
2301,36,2.0,2024-02-07,telegram
2302,37,6.0,2024-02-07,telegram
2303,38,2.0,2024-02-07,telegram
2304,40,7.0,2024-02-07,telegram
2305,41,2.0,2024-02-07,telegram
2306,42,9.0,2024-02-07,telegram
2307,43,5.0,2024-02-07,telegram
2308,44,3.0,2024-02-07,telegram
2309,45,7.0,2024-02-07,telegram
2310,46,1.0,2024-02-07,telegram
2311,47,4.0,2024-02-07,telegram
2312,48,1.0,2024-02-07,telegram
2313,53,4.0,2024-02-07,telegram
2314,54,2.0,2024-02-07,telegram
2315,56,1.0,2024-02-07,telegram
2316,59,7.0,2024-02-07,telegram
2317,60,5.0,2024-02-07,telegram
2318,63,5.0,2024-02-07,telegram
2319,64,3.0,2024-02-07,telegram
2320,66,6.0,2024-02-07,telegram
2321,67,10.0,2024-02-07,telegram
2322,68,3.0,2024-02-07,telegram
2323,70,7.0,2024-02-07,telegram
2324,71,9.0,2024-02-07,telegram
2325,73,4.0,2024-02-07,telegram
2326,74,3.0,2024-02-07,telegram
2327,75,1.0,2024-02-07,telegram
2328,76,4.0,2024-02-07,telegram
2329,79,9.0,2024-02-07,telegram
2330,80,1.0,2024-02-07,telegram
2331,84,1.0,2024-02-07,telegram
2332,85,7.0,2024-02-07,telegram
2333,86,3.0,2024-02-07,telegram
2334,2,3.0,2024-02-08,telegram
2335,3,4.0,2024-02-08,telegram
2336,4,5.0,2024-02-08,telegram
2337,5,8.0,2024-02-08,telegram
2338,6,3.0,2024-02-08,telegram
2339,7,7.0,2024-02-08,telegram
2340,8,5.0,2024-02-08,telegram
2341,9,19.0,2024-02-08,telegram
2342,10,3.0,2024-02-08,telegram
2343,11,4.0,2024-02-08,telegram
2344,14,1.0,2024-02-08,telegram
2345,18,4.0,2024-02-08,telegram
2346,19,2.0,2024-02-08,telegram
2347,20,6.0,2024-02-08,telegram
2348,21,1.0,2024-02-08,telegram
2349,22,1.0,2024-02-08,telegram
2350,28,5.0,2024-02-08,telegram
2351,29,23.0,2024-02-08,telegram
2352,30,4.0,2024-02-08,telegram
2353,31,6.0,2024-02-08,telegram
2354,33,11.0,2024-02-08,telegram
2355,34,6.0,2024-02-08,telegram
2356,35,4.0,2024-02-08,telegram
2357,36,10.0,2024-02-08,telegram
2358,37,1.0,2024-02-08,telegram
2359,39,4.0,2024-02-08,telegram
2360,40,3.0,2024-02-08,telegram
2361,41,5.0,2024-02-08,telegram
2362,42,5.0,2024-02-08,telegram
2363,44,1.0,2024-02-08,telegram
2364,45,9.0,2024-02-08,telegram
2365,46,5.0,2024-02-08,telegram
2366,47,6.0,2024-02-08,telegram
2367,48,10.0,2024-02-08,telegram
2368,51,2.0,2024-02-08,telegram
2369,52,3.0,2024-02-08,telegram
2370,53,4.0,2024-02-08,telegram
2371,54,6.0,2024-02-08,telegram
2372,56,7.0,2024-02-08,telegram
2373,57,4.0,2024-02-08,telegram
2374,60,4.0,2024-02-08,telegram
2375,62,3.0,2024-02-08,telegram
2376,68,4.0,2024-02-08,telegram
2377,69,2.0,2024-02-08,telegram
2378,70,9.0,2024-02-08,telegram
2379,71,3.0,2024-02-08,telegram
2380,74,1.0,2024-02-08,telegram
2381,75,1.0,2024-02-08,telegram
2382,77,7.0,2024-02-08,telegram
2383,78,5.0,2024-02-08,telegram
2384,79,1.0,2024-02-08,telegram
2385,80,1.0,2024-02-08,telegram
2386,81,14.0,2024-02-08,telegram
2387,84,6.0,2024-02-08,telegram
2388,86,4.0,2024-02-08,telegram
2389,1,3.0,2024-02-09,telegram
2390,2,4.0,2024-02-09,telegram
2391,3,2.0,2024-02-09,telegram
2392,6,4.0,2024-02-09,telegram
2393,7,6.0,2024-02-09,telegram
2394,8,1.0,2024-02-09,telegram
2395,9,6.0,2024-02-09,telegram
2396,10,5.0,2024-02-09,telegram
2397,11,10.0,2024-02-09,telegram
2398,13,5.0,2024-02-09,telegram
2399,16,4.0,2024-02-09,telegram
2400,18,9.0,2024-02-09,telegram
2401,19,5.0,2024-02-09,telegram
2402,20,8.0,2024-02-09,telegram
2403,22,1.0,2024-02-09,telegram
2404,23,2.0,2024-02-09,telegram
2405,24,5.0,2024-02-09,telegram
2406,27,8.0,2024-02-09,telegram
2407,28,7.0,2024-02-09,telegram
2408,29,2.0,2024-02-09,telegram
2409,30,4.0,2024-02-09,telegram
2410,31,3.0,2024-02-09,telegram
2411,32,5.0,2024-02-09,telegram
2412,33,4.0,2024-02-09,telegram
2413,34,3.0,2024-02-09,telegram
2414,35,7.0,2024-02-09,telegram
2415,36,8.0,2024-02-09,telegram
2416,38,4.0,2024-02-09,telegram
2417,39,2.0,2024-02-09,telegram
2418,40,7.0,2024-02-09,telegram
2419,41,10.0,2024-02-09,telegram
2420,42,1.0,2024-02-09,telegram
2421,43,6.0,2024-02-09,telegram
2422,44,2.0,2024-02-09,telegram
2423,45,11.0,2024-02-09,telegram
2424,46,1.0,2024-02-09,telegram
2425,47,3.0,2024-02-09,telegram
2426,48,4.0,2024-02-09,telegram
2427,49,1.0,2024-02-09,telegram
2428,50,3.0,2024-02-09,telegram
2429,51,7.0,2024-02-09,telegram
2430,53,3.0,2024-02-09,telegram
2431,54,5.0,2024-02-09,telegram
2432,55,1.0,2024-02-09,telegram
2433,56,12.0,2024-02-09,telegram
2434,59,6.0,2024-02-09,telegram
2435,61,2.0,2024-02-09,telegram
2436,62,4.0,2024-02-09,telegram
2437,63,1.0,2024-02-09,telegram
2438,66,6.0,2024-02-09,telegram
2439,67,4.0,2024-02-09,telegram
2440,68,5.0,2024-02-09,telegram
2441,70,3.0,2024-02-09,telegram
2442,71,1.0,2024-02-09,telegram
2443,72,4.0,2024-02-09,telegram
2444,73,7.0,2024-02-09,telegram
2445,74,7.0,2024-02-09,telegram
2446,75,5.0,2024-02-09,telegram
2447,79,4.0,2024-02-09,telegram
2448,80,4.0,2024-02-09,telegram
2449,82,1.0,2024-02-09,telegram
2450,1,1.0,2024-02-10,telegram
2451,2,2.0,2024-02-10,telegram
2452,4,4.0,2024-02-10,telegram
2453,5,4.0,2024-02-10,telegram
2454,6,3.0,2024-02-10,telegram
2455,7,6.0,2024-02-10,telegram
2456,8,5.0,2024-02-10,telegram
2457,9,6.0,2024-02-10,telegram
2458,11,1.0,2024-02-10,telegram
2459,15,2.0,2024-02-10,telegram
2460,18,7.0,2024-02-10,telegram
2461,19,4.0,2024-02-10,telegram
2462,20,8.0,2024-02-10,telegram
2463,22,12.0,2024-02-10,telegram
2464,23,3.0,2024-02-10,telegram
2465,24,1.0,2024-02-10,telegram
2466,26,3.0,2024-02-10,telegram
2467,27,6.0,2024-02-10,telegram
2468,28,4.0,2024-02-10,telegram
2469,29,6.0,2024-02-10,telegram
2470,31,6.0,2024-02-10,telegram
2471,32,5.0,2024-02-10,telegram
2472,33,3.0,2024-02-10,telegram
2473,34,1.0,2024-02-10,telegram
2474,35,2.0,2024-02-10,telegram
2475,39,3.0,2024-02-10,telegram
2476,40,1.0,2024-02-10,telegram
2477,41,3.0,2024-02-10,telegram
2478,42,1.0,2024-02-10,telegram
2479,43,5.0,2024-02-10,telegram
2480,45,6.0,2024-02-10,telegram
2481,46,1.0,2024-02-10,telegram
2482,49,6.0,2024-02-10,telegram
2483,51,4.0,2024-02-10,telegram
2484,53,1.0,2024-02-10,telegram
2485,54,2.0,2024-02-10,telegram
2486,56,9.0,2024-02-10,telegram
2487,58,5.0,2024-02-10,telegram
2488,59,10.0,2024-02-10,telegram
2489,60,4.0,2024-02-10,telegram
2490,63,1.0,2024-02-10,telegram
2491,66,4.0,2024-02-10,telegram
2492,67,5.0,2024-02-10,telegram
2493,68,6.0,2024-02-10,telegram
2494,71,5.0,2024-02-10,telegram
2495,74,2.0,2024-02-10,telegram
2496,79,8.0,2024-02-10,telegram
2497,80,2.0,2024-02-10,telegram
2498,3,5.0,2024-02-11,telegram
2499,4,1.0,2024-02-11,telegram
2500,5,2.0,2024-02-11,telegram
2501,6,1.0,2024-02-11,telegram
2502,7,9.0,2024-02-11,telegram
2503,8,5.0,2024-02-11,telegram
2504,9,8.0,2024-02-11,telegram
2505,10,4.0,2024-02-11,telegram
2506,11,1.0,2024-02-11,telegram
2507,13,4.0,2024-02-11,telegram
2508,14,6.0,2024-02-11,telegram
2509,15,5.0,2024-02-11,telegram
2510,16,7.0,2024-02-11,telegram
2511,18,4.0,2024-02-11,telegram
2512,19,4.0,2024-02-11,telegram
2513,20,5.0,2024-02-11,telegram
2514,21,18.0,2024-02-11,telegram
2515,22,19.0,2024-02-11,telegram
2516,24,7.0,2024-02-11,telegram
2517,25,1.0,2024-02-11,telegram
2518,26,3.0,2024-02-11,telegram
2519,27,3.0,2024-02-11,telegram
2520,28,2.0,2024-02-11,telegram
2521,29,1.0,2024-02-11,telegram
2522,30,5.0,2024-02-11,telegram
2523,31,3.0,2024-02-11,telegram
2524,32,2.0,2024-02-11,telegram
2525,33,1.0,2024-02-11,telegram
2526,34,4.0,2024-02-11,telegram
2527,35,7.0,2024-02-11,telegram
2528,36,5.0,2024-02-11,telegram
2529,37,7.0,2024-02-11,telegram
2530,38,4.0,2024-02-11,telegram
2531,39,4.0,2024-02-11,telegram
2532,40,5.0,2024-02-11,telegram
2533,41,2.0,2024-02-11,telegram
2534,42,2.0,2024-02-11,telegram
2535,43,2.0,2024-02-11,telegram
2536,44,6.0,2024-02-11,telegram
2537,45,3.0,2024-02-11,telegram
2538,46,2.0,2024-02-11,telegram
2539,47,8.0,2024-02-11,telegram
2540,48,13.0,2024-02-11,telegram
2541,51,3.0,2024-02-11,telegram
2542,52,3.0,2024-02-11,telegram
2543,53,7.0,2024-02-11,telegram
2544,54,4.0,2024-02-11,telegram
2545,55,8.0,2024-02-11,telegram
2546,56,2.0,2024-02-11,telegram
2547,57,5.0,2024-02-11,telegram
2548,59,1.0,2024-02-11,telegram
2549,60,6.0,2024-02-11,telegram
2550,61,7.0,2024-02-11,telegram
2551,62,7.0,2024-02-11,telegram
2552,63,4.0,2024-02-11,telegram
2553,64,4.0,2024-02-11,telegram
2554,65,1.0,2024-02-11,telegram
2555,66,6.0,2024-02-11,telegram
2556,67,4.0,2024-02-11,telegram
2557,68,5.0,2024-02-11,telegram
2558,69,3.0,2024-02-11,telegram
2559,70,5.0,2024-02-11,telegram
2560,71,5.0,2024-02-11,telegram
2561,72,4.0,2024-02-11,telegram
2562,75,21.0,2024-02-11,telegram
2563,77,7.0,2024-02-11,telegram
2564,78,3.0,2024-02-11,telegram
2565,81,1.0,2024-02-11,telegram
2566,83,16.0,2024-02-11,telegram
2567,84,1.0,2024-02-11,telegram
2568,85,4.0,2024-02-11,telegram
2569,86,5.0,2024-02-11,telegram
2570,2,6.0,2024-02-12,telegram
2571,4,6.0,2024-02-12,telegram
2572,5,6.0,2024-02-12,telegram
2573,6,3.0,2024-02-12,telegram
2574,8,4.0,2024-02-12,telegram
2575,9,5.0,2024-02-12,telegram
2576,10,2.0,2024-02-12,telegram
2577,11,1.0,2024-02-12,telegram
2578,14,8.0,2024-02-12,telegram
2579,16,6.0,2024-02-12,telegram
2580,18,4.0,2024-02-12,telegram
2581,20,3.0,2024-02-12,telegram
2582,21,10.0,2024-02-12,telegram
2583,22,1.0,2024-02-12,telegram
2584,25,1.0,2024-02-12,telegram
2585,26,10.0,2024-02-12,telegram
2586,27,3.0,2024-02-12,telegram
2587,28,9.0,2024-02-12,telegram
2588,29,1.0,2024-02-12,telegram
2589,30,3.0,2024-02-12,telegram
2590,31,3.0,2024-02-12,telegram
2591,32,4.0,2024-02-12,telegram
2592,34,4.0,2024-02-12,telegram
2593,35,4.0,2024-02-12,telegram
2594,36,6.0,2024-02-12,telegram
2595,39,1.0,2024-02-12,telegram
2596,40,5.0,2024-02-12,telegram
2597,41,4.0,2024-02-12,telegram
2598,42,3.0,2024-02-12,telegram
2599,43,6.0,2024-02-12,telegram
2600,44,4.0,2024-02-12,telegram
2601,46,1.0,2024-02-12,telegram
2602,47,6.0,2024-02-12,telegram
2603,48,1.0,2024-02-12,telegram
2604,49,2.0,2024-02-12,telegram
2605,51,2.0,2024-02-12,telegram
2606,53,1.0,2024-02-12,telegram
2607,54,6.0,2024-02-12,telegram
2608,56,5.0,2024-02-12,telegram
2609,57,3.0,2024-02-12,telegram
2610,59,5.0,2024-02-12,telegram
2611,60,5.0,2024-02-12,telegram
2612,61,1.0,2024-02-12,telegram
2613,66,3.0,2024-02-12,telegram
2614,67,10.0,2024-02-12,telegram
2615,70,2.0,2024-02-12,telegram
2616,71,3.0,2024-02-12,telegram
2617,74,1.0,2024-02-12,telegram
2618,75,11.0,2024-02-12,telegram
2619,79,5.0,2024-02-12,telegram
2620,80,3.0,2024-02-12,telegram
2621,84,6.0,2024-02-12,telegram
2622,1,4.0,2024-02-13,telegram
2623,2,7.0,2024-02-13,telegram
2624,3,4.0,2024-02-13,telegram
2625,7,14.0,2024-02-13,telegram
2626,8,4.0,2024-02-13,telegram
2627,9,1.0,2024-02-13,telegram
2628,10,5.0,2024-02-13,telegram
2629,11,1.0,2024-02-13,telegram
2630,13,3.0,2024-02-13,telegram
2631,18,2.0,2024-02-13,telegram
2632,19,2.0,2024-02-13,telegram
2633,20,5.0,2024-02-13,telegram
2634,21,17.0,2024-02-13,telegram
2635,22,5.0,2024-02-13,telegram
2636,23,4.0,2024-02-13,telegram
2637,24,2.0,2024-02-13,telegram
2638,25,1.0,2024-02-13,telegram
2639,26,7.0,2024-02-13,telegram
2640,27,3.0,2024-02-13,telegram
2641,28,1.0,2024-02-13,telegram
2642,30,9.0,2024-02-13,telegram
2643,31,11.0,2024-02-13,telegram
2644,32,6.0,2024-02-13,telegram
2645,34,4.0,2024-02-13,telegram
2646,35,7.0,2024-02-13,telegram
2647,36,3.0,2024-02-13,telegram
2648,37,1.0,2024-02-13,telegram
2649,40,10.0,2024-02-13,telegram
2650,41,2.0,2024-02-13,telegram
2651,42,8.0,2024-02-13,telegram
2652,43,1.0,2024-02-13,telegram
2653,44,1.0,2024-02-13,telegram
2654,45,3.0,2024-02-13,telegram
2655,46,16.0,2024-02-13,telegram
2656,48,9.0,2024-02-13,telegram
2657,49,3.0,2024-02-13,telegram
2658,50,3.0,2024-02-13,telegram
2659,51,4.0,2024-02-13,telegram
2660,53,4.0,2024-02-13,telegram
2661,56,5.0,2024-02-13,telegram
2662,58,1.0,2024-02-13,telegram
2663,59,1.0,2024-02-13,telegram
2664,60,7.0,2024-02-13,telegram
2665,61,5.0,2024-02-13,telegram
2666,63,4.0,2024-02-13,telegram
2667,65,13.0,2024-02-13,telegram
2668,66,11.0,2024-02-13,telegram
2669,67,2.0,2024-02-13,telegram
2670,68,2.0,2024-02-13,telegram
2671,69,4.0,2024-02-13,telegram
2672,70,7.0,2024-02-13,telegram
2673,72,8.0,2024-02-13,telegram
2674,73,5.0,2024-02-13,telegram
2675,74,7.0,2024-02-13,telegram
2676,75,1.0,2024-02-13,telegram
2677,76,5.0,2024-02-13,telegram
2678,77,3.0,2024-02-13,telegram
2679,80,7.0,2024-02-13,telegram
2680,86,3.0,2024-02-13,telegram
2681,1,1.0,2024-02-14,telegram
2682,2,4.0,2024-02-14,telegram
2683,3,7.0,2024-02-14,telegram
2684,4,7.0,2024-02-14,telegram
2685,5,2.0,2024-02-14,telegram
2686,6,7.0,2024-02-14,telegram
2687,7,1.0,2024-02-14,telegram
2688,8,3.0,2024-02-14,telegram
2689,9,1.0,2024-02-14,telegram
2690,10,1.0,2024-02-14,telegram
2691,12,6.0,2024-02-14,telegram
2692,13,3.0,2024-02-14,telegram
2693,14,4.0,2024-02-14,telegram
2694,16,4.0,2024-02-14,telegram
2695,18,4.0,2024-02-14,telegram
2696,19,4.0,2024-02-14,telegram
2697,20,2.0,2024-02-14,telegram
2698,21,6.0,2024-02-14,telegram
2699,22,9.0,2024-02-14,telegram
2700,27,6.0,2024-02-14,telegram
2701,28,2.0,2024-02-14,telegram
2702,29,7.0,2024-02-14,telegram
2703,30,5.0,2024-02-14,telegram
2704,31,4.0,2024-02-14,telegram
2705,32,2.0,2024-02-14,telegram
2706,33,1.0,2024-02-14,telegram
2707,34,5.0,2024-02-14,telegram
2708,35,1.0,2024-02-14,telegram
2709,36,2.0,2024-02-14,telegram
2710,37,4.0,2024-02-14,telegram
2711,38,4.0,2024-02-14,telegram
2712,39,12.0,2024-02-14,telegram
2713,40,8.0,2024-02-14,telegram
2714,41,8.0,2024-02-14,telegram
2715,42,2.0,2024-02-14,telegram
2716,43,8.0,2024-02-14,telegram
2717,44,6.0,2024-02-14,telegram
2718,45,9.0,2024-02-14,telegram
2719,46,4.0,2024-02-14,telegram
2720,48,10.0,2024-02-14,telegram
2721,49,3.0,2024-02-14,telegram
2722,53,5.0,2024-02-14,telegram
2723,54,4.0,2024-02-14,telegram
2724,56,7.0,2024-02-14,telegram
2725,57,7.0,2024-02-14,telegram
2726,58,7.0,2024-02-14,telegram
2727,59,6.0,2024-02-14,telegram
2728,60,1.0,2024-02-14,telegram
2729,61,2.0,2024-02-14,telegram
2730,62,7.0,2024-02-14,telegram
2731,64,1.0,2024-02-14,telegram
2732,65,3.0,2024-02-14,telegram
2733,66,3.0,2024-02-14,telegram
2734,67,7.0,2024-02-14,telegram
2735,68,5.0,2024-02-14,telegram
2736,70,2.0,2024-02-14,telegram
2737,71,7.0,2024-02-14,telegram
2738,74,13.0,2024-02-14,telegram
2739,75,1.0,2024-02-14,telegram
2740,76,4.0,2024-02-14,telegram
2741,77,8.0,2024-02-14,telegram
2742,79,3.0,2024-02-14,telegram
2743,80,26.0,2024-02-14,telegram
2744,81,7.0,2024-02-14,telegram
2745,82,3.0,2024-02-14,telegram
2746,83,1.0,2024-02-14,telegram
2747,1,4.0,2024-02-15,telegram
2748,2,5.0,2024-02-15,telegram
2749,3,8.0,2024-02-15,telegram
2750,4,4.0,2024-02-15,telegram
2751,6,8.0,2024-02-15,telegram
2752,7,1.0,2024-02-15,telegram
2753,8,5.0,2024-02-15,telegram
2754,9,5.0,2024-02-15,telegram
2755,10,7.0,2024-02-15,telegram
2756,14,2.0,2024-02-15,telegram
2757,15,2.0,2024-02-15,telegram
2758,16,4.0,2024-02-15,telegram
2759,18,14.0,2024-02-15,telegram
2760,19,3.0,2024-02-15,telegram
2761,20,3.0,2024-02-15,telegram
2762,21,1.0,2024-02-15,telegram
2763,22,4.0,2024-02-15,telegram
2764,26,5.0,2024-02-15,telegram
2765,27,7.0,2024-02-15,telegram
2766,28,1.0,2024-02-15,telegram
2767,30,5.0,2024-02-15,telegram
2768,31,3.0,2024-02-15,telegram
2769,32,2.0,2024-02-15,telegram
2770,33,4.0,2024-02-15,telegram
2771,34,5.0,2024-02-15,telegram
2772,36,3.0,2024-02-15,telegram
2773,39,1.0,2024-02-15,telegram
2774,41,4.0,2024-02-15,telegram
2775,42,1.0,2024-02-15,telegram
2776,43,1.0,2024-02-15,telegram
2777,44,5.0,2024-02-15,telegram
2778,45,1.0,2024-02-15,telegram
2779,46,1.0,2024-02-15,telegram
2780,48,1.0,2024-02-15,telegram
2781,49,1.0,2024-02-15,telegram
2782,51,4.0,2024-02-15,telegram
2783,52,6.0,2024-02-15,telegram
2784,53,5.0,2024-02-15,telegram
2785,54,4.0,2024-02-15,telegram
2786,55,10.0,2024-02-15,telegram
2787,56,5.0,2024-02-15,telegram
2788,57,4.0,2024-02-15,telegram
2789,59,6.0,2024-02-15,telegram
2790,60,7.0,2024-02-15,telegram
2791,61,3.0,2024-02-15,telegram
2792,62,6.0,2024-02-15,telegram
2793,63,4.0,2024-02-15,telegram
2794,64,5.0,2024-02-15,telegram
2795,65,7.0,2024-02-15,telegram
2796,66,6.0,2024-02-15,telegram
2797,68,5.0,2024-02-15,telegram
2798,69,3.0,2024-02-15,telegram
2799,70,3.0,2024-02-15,telegram
2800,71,2.0,2024-02-15,telegram
2801,72,1.0,2024-02-15,telegram
2802,73,8.0,2024-02-15,telegram
2803,74,3.0,2024-02-15,telegram
2804,75,2.0,2024-02-15,telegram
2805,78,6.0,2024-02-15,telegram
2806,79,5.0,2024-02-15,telegram
2807,80,1.0,2024-02-15,telegram
2808,82,1.0,2024-02-15,telegram
2809,83,1.0,2024-02-15,telegram
2810,86,7.0,2024-02-15,telegram
2811,1,3.0,2024-02-16,telegram
2812,2,5.0,2024-02-16,telegram
2813,3,9.0,2024-02-16,telegram
2814,4,4.0,2024-02-16,telegram
2815,5,8.0,2024-02-16,telegram
2816,6,8.0,2024-02-16,telegram
2817,7,1.0,2024-02-16,telegram
2818,8,5.0,2024-02-16,telegram
2819,9,3.0,2024-02-16,telegram
2820,10,6.0,2024-02-16,telegram
2821,11,1.0,2024-02-16,telegram
2822,13,7.0,2024-02-16,telegram
2823,15,4.0,2024-02-16,telegram
2824,19,6.0,2024-02-16,telegram
2825,20,2.0,2024-02-16,telegram
2826,21,1.0,2024-02-16,telegram
2827,22,5.0,2024-02-16,telegram
2828,26,4.0,2024-02-16,telegram
2829,27,9.0,2024-02-16,telegram
2830,28,10.0,2024-02-16,telegram
2831,29,1.0,2024-02-16,telegram
2832,30,3.0,2024-02-16,telegram
2833,32,11.0,2024-02-16,telegram
2834,33,5.0,2024-02-16,telegram
2835,34,7.0,2024-02-16,telegram
2836,35,4.0,2024-02-16,telegram
2837,36,7.0,2024-02-16,telegram
2838,37,5.0,2024-02-16,telegram
2839,39,2.0,2024-02-16,telegram
2840,40,8.0,2024-02-16,telegram
2841,41,10.0,2024-02-16,telegram
2842,42,3.0,2024-02-16,telegram
2843,44,2.0,2024-02-16,telegram
2844,45,7.0,2024-02-16,telegram
2845,46,3.0,2024-02-16,telegram
2846,47,3.0,2024-02-16,telegram
2847,48,3.0,2024-02-16,telegram
2848,49,12.0,2024-02-16,telegram
2849,50,4.0,2024-02-16,telegram
2850,51,5.0,2024-02-16,telegram
2851,52,2.0,2024-02-16,telegram
2852,53,6.0,2024-02-16,telegram
2853,54,1.0,2024-02-16,telegram
2854,56,5.0,2024-02-16,telegram
2855,58,12.0,2024-02-16,telegram
2856,59,2.0,2024-02-16,telegram
2857,60,4.0,2024-02-16,telegram
2858,61,9.0,2024-02-16,telegram
2859,64,1.0,2024-02-16,telegram
2860,66,10.0,2024-02-16,telegram
2861,67,5.0,2024-02-16,telegram
2862,68,4.0,2024-02-16,telegram
2863,70,17.0,2024-02-16,telegram
2864,71,7.0,2024-02-16,telegram
2865,73,6.0,2024-02-16,telegram
2866,75,1.0,2024-02-16,telegram
2867,76,1.0,2024-02-16,telegram
2868,77,6.0,2024-02-16,telegram
2869,78,3.0,2024-02-16,telegram
2870,80,5.0,2024-02-16,telegram
2871,82,11.0,2024-02-16,telegram
2872,83,7.0,2024-02-16,telegram
2873,85,8.0,2024-02-16,telegram
2874,86,2.0,2024-02-16,telegram
2875,1,6.0,2024-02-17,telegram
2876,2,4.0,2024-02-17,telegram
2877,3,3.0,2024-02-17,telegram
2878,4,5.0,2024-02-17,telegram
2879,5,5.0,2024-02-17,telegram
2880,6,9.0,2024-02-17,telegram
2881,7,1.0,2024-02-17,telegram
2882,8,5.0,2024-02-17,telegram
2883,9,3.0,2024-02-17,telegram
2884,10,8.0,2024-02-17,telegram
2885,11,2.0,2024-02-17,telegram
2886,17,1.0,2024-02-17,telegram
2887,18,3.0,2024-02-17,telegram
2888,19,2.0,2024-02-17,telegram
2889,20,7.0,2024-02-17,telegram
2890,21,13.0,2024-02-17,telegram
2891,22,1.0,2024-02-17,telegram
2892,27,4.0,2024-02-17,telegram
2893,28,3.0,2024-02-17,telegram
2894,29,2.0,2024-02-17,telegram
2895,30,4.0,2024-02-17,telegram
2896,31,4.0,2024-02-17,telegram
2897,32,3.0,2024-02-17,telegram
2898,33,3.0,2024-02-17,telegram
2899,34,6.0,2024-02-17,telegram
2900,35,7.0,2024-02-17,telegram
2901,36,9.0,2024-02-17,telegram
2902,37,6.0,2024-02-17,telegram
2903,39,8.0,2024-02-17,telegram
2904,40,8.0,2024-02-17,telegram
2905,41,2.0,2024-02-17,telegram
2906,42,2.0,2024-02-17,telegram
2907,43,10.0,2024-02-17,telegram
2908,44,5.0,2024-02-17,telegram
2909,45,5.0,2024-02-17,telegram
2910,46,2.0,2024-02-17,telegram
2911,49,9.0,2024-02-17,telegram
2912,50,6.0,2024-02-17,telegram
2913,51,4.0,2024-02-17,telegram
2914,52,3.0,2024-02-17,telegram
2915,53,4.0,2024-02-17,telegram
2916,54,7.0,2024-02-17,telegram
2917,56,2.0,2024-02-17,telegram
2918,59,3.0,2024-02-17,telegram
2919,60,4.0,2024-02-17,telegram
2920,61,5.0,2024-02-17,telegram
2921,63,14.0,2024-02-17,telegram
2922,66,5.0,2024-02-17,telegram
2923,67,3.0,2024-02-17,telegram
2924,68,1.0,2024-02-17,telegram
2925,70,4.0,2024-02-17,telegram
2926,71,5.0,2024-02-17,telegram
2927,75,1.0,2024-02-17,telegram
2928,76,5.0,2024-02-17,telegram
2929,78,1.0,2024-02-17,telegram
2930,79,4.0,2024-02-17,telegram
2931,80,10.0,2024-02-17,telegram
2932,85,3.0,2024-02-17,telegram
2933,1,3.0,2024-02-18,telegram
2934,2,4.0,2024-02-18,telegram
2935,3,3.0,2024-02-18,telegram
2936,4,5.0,2024-02-18,telegram
2937,5,5.0,2024-02-18,telegram
2938,6,4.0,2024-02-18,telegram
2939,7,5.0,2024-02-18,telegram
2940,9,3.0,2024-02-18,telegram
2941,10,3.0,2024-02-18,telegram
2942,11,1.0,2024-02-18,telegram
2943,14,7.0,2024-02-18,telegram
2944,15,3.0,2024-02-18,telegram
2945,16,6.0,2024-02-18,telegram
2946,17,1.0,2024-02-18,telegram
2947,18,12.0,2024-02-18,telegram
2948,19,4.0,2024-02-18,telegram
2949,20,5.0,2024-02-18,telegram
2950,21,7.0,2024-02-18,telegram
2951,22,2.0,2024-02-18,telegram
2952,23,2.0,2024-02-18,telegram
2953,26,6.0,2024-02-18,telegram
2954,27,8.0,2024-02-18,telegram
2955,28,5.0,2024-02-18,telegram
